N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices
;4;CELERY 6PZS IFCO;AGESCO;GHU;ALDI;;;€ 0,45;;PZS;;;003/022001025;;2020.04.14;ALMERIA;H137;KÓNYA;RCG 084 / WED 152;€ 3 400;2020.04.17;;;;;
;1;WRAPPING;AGESCO;GHU;ALDI;;;;;;;;;;2020.04.14;ALMERIA;H137;KÓNYA;RCG 084 / WED 152;€ 3 400;2020.04.17;;;;;
;1;ORANGE I 10KG;FRUBALMED;GHU;GHUBU;;;€ 0,90;;KG;;;64/AL20;1;2020.04.14;ALMERIA;H137;KÓNYA;RCG 084 / WED 152;€ 3 400;2020.04.17;;;;;
;1;ORANGE STD 15KG;FRUBALMED;GHU;GHUBU;;;€ 0,58;;KG;;;64/AL20;1;2020.04.14;ALMERIA;H137;KÓNYA;RCG 084 / WED 152;€ 3 400;2020.04.17;;;;;
5;;SPAR CRO 090;KOPFSALAT;KOPFSALAT;SPAR CRO 090;SATURDAY MORNING;;;;;;;;;2020.04.15;BARCELONA;GHU 277;WINDBAHN;NSE 942 / WBG 942;€ 2 400;2020.04.17;;;;;
19;;SPAR HU;AGESCO;AGESCO;SPAR HU;FRIDAY NIGHT;;;;;;;;;2020.04.15;BARCELONA;GHU 277;WINDBAHN;NSE 942 / WBG 942;€ 2 400;2020.04.17;;;;;
;1;CAPSIUM PALERMO I;HORTICHUELAS;GHU;ALDI;;;€ 2,10;;KG;;;01/ 018035;1;2020.04.15;BARCELONA;GHU 277;WINDBAHN;NSE 942 / WBG 942;€ 2 400;2020.04.17;;;;;
1;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.15;BARCELONA;GHU 277;WINDBAHN;NSE 942 / WBG 942;€ 2 400;2020.04.17;;;;;
;1;CAPSICUM KAPIA I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.15;BARCELONA;GHU 277;WINDBAHN;NSE 942 / WBG 942;€ 2 400;2020.04.17;;;;;
;1;AUBERGINE;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2020.04.15;BARCELONA;GHU 277;WINDBAHN;NSE 942 / WBG 942;€ 2 400;2020.04.17;;;;;
;1;MANDARINA 10KG;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.15;BARCELONA;GHU 277;WINDBAHN;NSE 942 / WBG 942;€ 2 400;2020.04.17;;;;;
;1;COURGETTE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.15;BARCELONA;GHU 277;WINDBAHN;NSE 942 / WBG 942;€ 2 400;2020.04.17;;;;;
;0,5;STRAWBERRY 1KG;FRESSAN;GHU;ALDI;;;€ 2,10;;KG;;;;2;2020.04.15;BARCELONA;GHU 277;WINDBAHN;NSE 942 / WBG 942;€ 2 400;2020.04.17;;;;;
;0,5;BLUEBERRY 12X125GR;FRESSAN;GHU;ALDI;;;€ 5,50;;KG;;;;2;2020.04.15;BARCELONA;GHU 277;WINDBAHN;NSE 942 / WBG 942;€ 2 400;2020.04.17;;;;;
2;;CAPSICUM CAL RED I;KOPFSALAT;GHU;;;;;;;;;D066;;2020.04.15;ZAGREB;LOG090;STI;VZ 177 OA / VZ 636 MJ;€ 450;2020.04.15;;;;;
4;;SPAR HU BICSKE 175;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 175;SUNDAY NIGHT;;;;;;;;;2020.04.15;ALMERIA;GHU 281;KUONI;NUX 983 / WCW 983;€ 3 300;2020.04.19;;;;;
5;;SPAR HU ÜLLŐ 176;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 176;SUNDAY NIGHT;;;;;;;;;2020.04.15;ALMERIA;GHU 281;KUONI;NUX 983 / WCW 983;€ 3 300;2020.04.19;;;;;
;1;CAPSICUM CORNO WHITE II;KOPFSALAT;GHU;PARTNERLOG/GHUSZ;;;;;;;;;;2020.04.15;ALMERIA;GHU 281;KUONI;NUX 983 / WCW 983;€ 3 300;2020.04.19;;;;;
2;2;CAPSICUM PALERMO RED II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.15;ALMERIA;GHU 281;KUONI;NUX 983 / WCW 983;€ 3 300;2020.04.19;;;;;
;4;AUBERGINE PLASTIC;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.15;ALMERIA;GHU 281;KUONI;NUX 983 / WCW 983;€ 3 300;2020.04.19;;;;;
4;;TOM. PEAR MMM;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2020.04.15;ALMERIA;GHU 281;KUONI;NUX 983 / WCW 983;€ 3 300;2020.04.19;;;;;
2;;TOM. PEAR MM;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2020.04.15;ALMERIA;GHU 281;KUONI;NUX 983 / WCW 983;€ 3 300;2020.04.19;;;;;
;1;CAPSICUM CAL. RED STD;KOPALMERIA;GHU;ALDI;;;€ 1,30;;KG;;;01/003222;2;2020.04.15;ALMERIA;GHU 281;KUONI;NUX 983 / WCW 983;€ 3 300;2020.04.19;;;;;
1;;CUCUMBER SPANISH;KOPALMERIA;GHU;ALDI;;;€ 0,40;;KG;;;01/003222;2;2020.04.15;ALMERIA;GHU 281;KUONI;NUX 983 / WCW 983;€ 3 300;2020.04.19;;;;;
;4;CELERY 6PZS IFCO;AGESCO;GHU;ALDI;;;€ 0,48;;PZS;;; 003/022001026 ;1;2020.04.15;ALMERIA;GHU 281;KUONI;NUX 983 / WCW 983;€ 3 300;2020.04.19;;;;;
28;;SPAR HU;AGESCO;AGESCO;SPAR HU;SUNDAY NIGHT;;;;;;;;;2020.04.15;MURCIA;H138;KÓNYA;RCG 084 / WEH 573;€ 3 000;2020.04.19;;;;;
;2;NECTARINA 10KG;FRUBALMED;GHU;ALDI;SERVICOM;;€ 1,55;;KG;;;65/AL20;;2020.04.15;MURCIA;H138;KÓNYA;RCG 084 / WEH 573;€ 3 000;2020.04.19;;;;;
;2;ORANGE STD;FRUBALMED;GHU;GHUSZ;;;€ 0,58;;KG;;;66/AL20;;2020.04.15;MURCIA;H138;KÓNYA;RCG 084 / WEH 573;€ 3 000;2020.04.19;;;;;
8;;SPAR HU BICSKE 177;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 177;MONDAY NIGHT;;;;;;;;;2020.04.16;ALMERIA;H139;KUONI;NTR 952 / XYP 028;€ 3 300;2020.04.19;;;;;
11;;SPAR HU ÜLLŐ 178;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 178;MONDAY NIGHT;;;;;;;;;2020.04.16;ALMERIA;H139;KUONI;NTR 952 / XYP 028;€ 3 300;2020.04.19;;;;;
3;;TESCO HU 127;KOPFSALAT;KOPFSALAT;TESCO HU 127;MONDAY;;;;;;;;;2020.04.16;ALMERIA;H139;KUONI;NTR 952 / XYP 028;€ 3 300;2020.04.19;;;;;
3;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;MONDAY NIGHT;;€ 0,65;;PZS;;;2251;2;2020.04.16;ALMERIA;H139;KUONI;NTR 952 / XYP 028;€ 3 300;2020.04.19;;;;;
0,7;;AVOCADO 20PZS;AXARFRUIT;GHU;PARTNERLOG;;;€ 7,50;;CAJA;;;2271;2;2020.04.16;ALMERIA;H139;KUONI;NTR 952 / XYP 028;€ 3 300;2020.04.19;;;;;
0,3;;MANGO 12PZS;AXARFRUIT;GHU;PARTNERLOG;;;€ 5,50;; CAJA ;;;2271;2;2020.04.16;ALMERIA;H139;KUONI;NTR 952 / XYP 028;€ 3 300;2020.04.19;;;;;
;1;CAPSIUM PALERMO I;HORTICHUELAS;GHU;ALDI;;;€ 2,10;;KG;;;01/ 018317;;2020.04.16;ALMERIA;H139;KUONI;NTR 952 / XYP 028;€ 3 300;2020.04.19;;;;;
;3;CAPSIUM PALERMO STD;HORTICHUELAS;GHU;ALDI;;;€ 1,10;;KG;;;01/ 018317;;2020.04.16;ALMERIA;H139;KUONI;NTR 952 / XYP 028;€ 3 300;2020.04.19;;;;;
;1;CAPSICUM CAL. RED STD;KOPALMERIA;GHU;ALDI;;;€ 1,30;;KG;;;01/003246;1;2020.04.16;ALMERIA;H139;KUONI;NTR 952 / XYP 028;€ 3 300;2020.04.19;;;;;
31;;SPAR HU;AGESCO;AGESCO;SPAR HU;MONDAY NIGHT;;;;;;;;;2020.04.16;MURCIA;H140;KUONI;PJZ 162 / WAU 847;€ 2 900;2020.04.20;;;;;
2;;WRAPPING;FRUBALMED;GHU;ALDI;;;;;;;;;;2020.04.16;MURCIA;H140;KUONI;PJZ 162 / WAU 847;€ 2 900;2020.04.20;;;;;
3;;TESCO HU 128;KOPFSALAT;KOPFSALAT;TESCO HU 128;TUESDAY;;;;;;;;;2020.04.17;ALMERIA;GHU 278;KÓNYA;RSJ 409 / WDA 627;€ 3 400;2020.04.20;;;;;
;2,5;MELON GALIA PLASTIC;COSTA;GHU;GHUBU/GHUSZ;;;;;;;;"22-1048; 22-1055";1;2020.04.17;ALMERIA;GHU 278;KÓNYA;RSJ 409 / WDA 627;€ 3 400;2020.04.20;;;;;
;0,5;COURGETTE PLASTIC;COSTA;GHU;GHUBU/GHUSZ;;;;;;;;"22-1058; 22-1055";1;2020.04.17;ALMERIA;GHU 278;KÓNYA;RSJ 409 / WDA 627;€ 3 400;2020.04.20;;;;;
;5;COURGETTE IFCO;COSTA;GHU;ALDI;;;€ 0,85;;KG;;;9 - 12286;1;2020.04.17;ALMERIA;GHU 278;KÓNYA;RSJ 409 / WDA 627;€ 3 400;2020.04.20;;;;;
;2;CAPSICUM PALERMO PLASTIC;COSTA;GHU;ALDI;;;;;;;;"01-7925; 22-1055; 09-10755; 01-8226";1;2020.04.17;ALMERIA;GHU 278;KÓNYA;RSJ 409 / WDA 627;€ 3 400;2020.04.20;;;;;
;1;CAPSICUM RED SPICY I;COSTA;GHU;ALDI;;;€ 2,25;;KG;;;9 - 12286;1;2020.04.17;ALMERIA;GHU 278;KÓNYA;RSJ 409 / WDA 627;€ 3 400;2020.04.20;;;;;
;1;CAPSICUM CORNO WHITE STD;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2020.04.17;ALMERIA;GHU 278;KÓNYA;RSJ 409 / WDA 627;€ 3 400;2020.04.20;;;;;
1;1;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.17;ALMERIA;GHU 278;KÓNYA;RSJ 409 / WDA 627;€ 3 400;2020.04.20;;;;;
10;;AUBERGINE IFCO;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.17;ALMERIA;GHU 278;KÓNYA;RSJ 409 / WDA 627;€ 3 400;2020.04.20;;;;;
2;;CAPSICUM PALERMO LOOSE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.17;ALMERIA;GHU 278;KÓNYA;RSJ 409 / WDA 627;€ 3 400;2020.04.20;;;;;
4;;TESCO HU 126;KOPFSALAT;KOPFSALAT;TESCO HU 126;SUNDAY ;;;;;;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;1;TOM. CHERRY LOOSE;HORTICHUELAS;SZENTESI;;;;;;;;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;2;CAPSICUM RED PLASTIC;COSTA;SZENTESI;;;;;;;;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;1;CAPSICUM PALERMO RED II;KOPFSALAT;GHU;ALDI;;;;;;;;;1;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;3;CAPSICUM PALERMO RED I LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;1;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;1;CAPSICUM KAPIA RED I LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;2;LETTUCE ICEBERG;KOPFSALAT;GHU;PARTNERLOG;;;;;;;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;4;COURGETTE (PLASTIC BOX);KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;1;PEACH RED LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;1;MANDARINE 10KG;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;1;LEMON;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;4;AUBERGINE (PLASTIC BOX);KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;1;BLUEBERRY 12X125GR;FRESSAN;GHU;ALDI;;;€ 5,30;;KG;€ 8,50;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
;1;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;;;€ 6,90;;KG;€ 8,50;;;;2020.04.17;BARCELONA;GHU 283;KÓNYA;RCG 082 / WDA 628;€ 2 400;2020.04.19;;;;;
6;;AUBERGINE IFCO;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.18;ALMERIA;GHU 279;KÓNYA;RSJ 408 / WEH 535;€ 3 400;2020.04.21;;;;;
;1;CAPSICUM CAL. RED II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.18;ALMERIA;GHU 279;KÓNYA;RSJ 408 / WEH 535;€ 3 400;2020.04.21;;;;;
;1;CAPSICUM PALERMO  II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.18;ALMERIA;GHU 279;KÓNYA;RSJ 408 / WEH 535;€ 3 400;2020.04.21;;;;;
;6;AUBERGINE IFCO;ESCOBI;GHU;ALDI;;;€ 0,70;;KG;;;A20-10078;1;2020.04.18;ALMERIA;GHU 279;KÓNYA;RSJ 408 / WEH 535;€ 3 400;2020.04.21;;;;;
;2;CAPSIUM PALERMO STD;HORTICHUELAS;GHU;ALDI;;;€ 1,10;;KG;;;01/ 018431;2;2020.04.18;ALMERIA;GHU 279;KÓNYA;RSJ 408 / WEH 535;€ 3 400;2020.04.21;;;;;
;5;CAPSICUM CAL. RED STD;KOPALMERIA;GHU;ALDI;;;€ 1,30;;KG;;;01/003271;3;2020.04.18;ALMERIA;GHU 279;KÓNYA;RSJ 408 / WEH 535;€ 3 400;2020.04.21;;;;;
;6;CUCUMBER SPANISH;KOPALMERIA;GHU;ALDI;;;€ 0,40;;KG;;;01/003271;3;2020.04.18;ALMERIA;GHU 279;KÓNYA;RSJ 408 / WEH 535;€ 3 400;2020.04.21;;;;;
5;;SPAR HU BICSKE 179/A;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 179/A;WEDNESDAY NIGHT;;;;;;;;;2020.04.18;MURCIA;H141;KÓNYA;RSJ 406 / WBT 960;€ 3 000;2020.04.21;;;;;
4;;SPAR HU ÜLLŐ 180/A;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 180/A;WEDNESDAY NIGHT;;;;;;;;;2020.04.18;MURCIA;H141;KÓNYA;RSJ 406 / WBT 960;€ 3 000;2020.04.21;;;;;
;6;CELERY 6PZS IFCO;AGESCO;GHU;ALDI;;;€ 0,48;;PZS;;;002/022001056;;2020.04.18;MURCIA;H141;KÓNYA;RSJ 406 / WBT 960;€ 3 000;2020.04.21;;;;;
;2;LETTUCE ICEBERG 12PZS;AGESCO;GHU;PARTNERLOG;;;€ 5,80;;CAJA;;;003/022001050;;2020.04.18;MURCIA;H141;KÓNYA;RSJ 406 / WBT 960;€ 3 000;2020.04.21;;;;;
;1;STRAWBERRY 1KG;FRESSAN;GHU;ALDI;;;€ 1,90;;KG;;;;2;2020.04.18;MURCIA;H141;KÓNYA;RSJ 406 / WBT 960;€ 3 000;2020.04.21;;;;;
;2;BLUEBERRY 12X125GR;FRESSAN;GHU;ALDI;;;€ 5,30;;KG;;;;2;2020.04.18;MURCIA;H141;KÓNYA;RSJ 406 / WBT 960;€ 3 000;2020.04.21;;;;;
;1;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;;;€ 6,90;;KG;;;;2;2020.04.18;MURCIA;H141;KÓNYA;RSJ 406 / WBT 960;€ 3 000;2020.04.21;;;;;
;1;NECTARINA 10KG;FRUBALMED;GHU;ALDI;;;€ 1,55;;KG;;;"70/AL20; ";1;2020.04.18;MURCIA;H141;KÓNYA;RSJ 406 / WBT 960;€ 3 000;2020.04.21;;;;;
;1,14;PEACH RED 10KG;FRUBALMED;GHU;ALDI;;;€ 1,50;;KG;;;"68/AL20; ";1;2020.04.18;MURCIA;H141;KÓNYA;RSJ 406 / WBT 960;€ 3 000;2020.04.21;;;;;
;3;ORANGE STD;FRUBALMED;GHU;GHUBU;;;€ 0,58;;KG;;; 67/AL20 ;1;2020.04.18;MURCIA;H141;KÓNYA;RSJ 406 / WBT 960;€ 3 000;2020.04.21;;;;;
32;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.04.18;MURCIA;H142;KÓNYA;RSJ 407 / WEH 571;€ 3 000;2020.04.21;;;;;
1;;PEACH RED 10KG;FRUBALMED;GHU;ALDI;;;€ 1,50;;KG;;;68/AL20;;2020.04.18;MURCIA;H142;KÓNYA;RSJ 407 / WEH 571;€ 3 000;2020.04.21;;;;;
31;;SPAR SLO;AGESCO;AGESCO;SPAR SLO;WEDNESDAY MORNING;;;;;;;;;2020.04.18;HUELVA;LOG091;SERGIO;SB 88 HRM / R 8789 BBF;€ 3 700;2020.04.21;;;;;
2;;SPAR CRO (UNLOAD AT THE SIGR);AGESCO;AGESCO;SPAR CRO (UNLOAD AT THE SIGR;TUESDAY AFTERNOON;;;;;;;;;2020.04.18;HUELVA;LOG091;SERGIO;SB 88 HRM / R 8789 BBF;€ 3 700;2020.04.21;;;;;
4;;SPAR HU BICSKE 179;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 179;WEDNESDAY NIGHT;;;;;;;;;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
6;;SPAR HU ÜLLŐ 180;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 180;WEDNESDAY NIGHT;;;;;;;;;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
3,5;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
3,5;;TESCO HU 129;KOPFSALAT;KOPFSALAT;TESCO HU 129;WEDNESDAY;;;;;;;;;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
3;;TESCO HU 130;KOPFSALAT;KOPFSALAT;TESCO HU 130;THURSDAY;;;;;;;;;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
;1;TOMATO CHERRY ;HORTICHUELAS;SZENTESI;SZENTESI;;;;;;;;;;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
3;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;;;€ 0,65;;PZS;;;2253;2;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
;0,7;STRAWBERRY 1KG;FRESSAN;GHU;ALDI;;;€ 2,10;;KG;;;;3;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
;0,3;BLUEBERRY 12X125GR;FRESSAN;GHU;ALDI;;;€ 5,50;;KG;;;;3;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
;1;NECTARINA 10KG;FRUBALMED;GHU;ALDI;;;€ 1,55;;KG;€ 8,50;€ 60,00; 68/AL20 ;1;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
;1;MANDARINE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
;1;CAPSICUM KAPIA I LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
;1;CAPSICUM KAPIA STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
;2;CAPSICUM PALERMO I LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.20;BARCELONA;GHU 284;KUONI;NBA 324 / XZM 785;€ 2 300;2020.04.22;;;;;
26;;SPAR HU;AGESCO;AGESCO;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.04.21;MURCIA;H143;KÓNYA;RCG 083 / WDA 630;€ 2 900;2020.04.24;;;;;
;5;CELERY;AGESCO;GHU;ALDI;;;;;;;;003/022001065;;2020.04.21;MURCIA;H143;KÓNYA;RCG 083 / WDA 630;€ 2 900;2020.04.24;;;;;
2;;SPAR HU BICSKE 181;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 181;SATURDAY NIGHT;;;;;;;;;2020.04.21;ALMERIA;GHU 280;KÓNYA;RSJ 410 / WED 152;€ 3 300;2020.04.24;;;;;
5;;SPAR HU ÜLLŐ 182;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 182;SATURDAY NIGHT;;;;;;;;;2020.04.21;ALMERIA;GHU 280;KÓNYA;RSJ 410 / WED 152;€ 3 300;2020.04.24;;;;;
8;;AUBERGINE IFCO;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.21;ALMERIA;GHU 280;KÓNYA;RSJ 410 / WED 152;€ 3 300;2020.04.24;;;;;
3;2;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.21;ALMERIA;GHU 280;KÓNYA;RSJ 410 / WED 152;€ 3 300;2020.04.24;;;;;
2;;CAPSICUM PALERMO I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.21;ALMERIA;GHU 280;KÓNYA;RSJ 410 / WED 152;€ 3 300;2020.04.24;;;;;
;2;CAPSICUM CAL. RED STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.21;ALMERIA;GHU 280;KÓNYA;RSJ 410 / WED 152;€ 3 300;2020.04.24;;;;;
;2;CAPSICUM PALERMO I IFCO;COCO;GHU;ALDI;;;€ 1,85;;KG;;;19200925;2;2020.04.21;ALMERIA;GHU 280;KÓNYA;RSJ 410 / WED 152;€ 3 300;2020.04.24;;;;;
;2;CAPSICUM PALERMO STD;COCO;GHU;ALDI;;;€ 1,10;;KG;;;19200925;2;2020.04.21;ALMERIA;GHU 280;KÓNYA;RSJ 410 / WED 152;€ 3 300;2020.04.24;;;;;
;2;CAPSICUM PALERMO STD;COSTA;GHU;ALDI;;;;;;;;06-2390;1;2020.04.21;ALMERIA;GHU 280;KÓNYA;RSJ 410 / WED 152;€ 3 300;2020.04.24;;;;;
33;;KAUFLAND ROMANIA;KOPFSALAT;KOPFSALAT;KAUFLAND ROMANIA;;;;;;;;;;2020.04.21;ALMERIA;LOG097;LIVIU;BH48CDL / CJ35CDL;€ 0;2020.04.21;;;;;
4;;SPAR HU BICSKE 181/A;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 181/A;SATURDAY NIGHT;;;;;;;;;2020.04.22;BARCELONA;GHU 285;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.04.24;;;;;
5;;SPAR HU ÜLLŐ 182/A;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 182/A;SATURDAY NIGHT;;;;;;;;;2020.04.22;BARCELONA;GHU 285;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.04.24;;;;;
10;;SPAR HU;AGESCO;AGESCO;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.04.22;BARCELONA;GHU 285;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.04.24;;;;;
5;;TESCO HU 131;KOPFSALAT;KOPFSALAT;TESCO HU 131;FRIDAY NIGHT;;;;;;;;;2020.04.22;BARCELONA;GHU 285;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.04.24;;;;;
;2;MANDARINA 10KG;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.04.22;BARCELONA;GHU 285;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.04.24;;;;;
;1,5;PEACH;FRUBALMED;GHU;ALDI;;;;;;€ 8,50;€ 60,00;69/AL20;1;2020.04.22;BARCELONA;GHU 285;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.04.24;;;;;
;0,5;NECTARIN;FRUBALMED;GHU;ALDI;;;;;;€ 8,50;€ 60,00;69/AL20;1;2020.04.22;BARCELONA;GHU 285;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.04.24;;;;;
;2;BLUEBERRY 12X125GR;FRESSAN;GHU;ALDI;;;€ 5,50;;KG;€ 8,50;;;2;2020.04.22;BARCELONA;GHU 285;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.04.24;;;;;
;1;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;;;€ 7,10;;KG;€ 8,50;;;2;2020.04.22;BARCELONA;GHU 285;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.04.24;;;;;
;3;TOM PEAR STD MM;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2020.04.22;ALMERIA;GHU 286;KUONI;NCC 646 / WBZ 417;€ 3 300;2020.04.25;;;;;
3;;TOM PEAR MMM;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2020.04.22;ALMERIA;GHU 286;KUONI;NCC 646 / WBZ 417;€ 3 300;2020.04.25;;;;;
;5;COURGETTE PLASTIC;KOPFSALAT;GHU;PARTNERLOG/GHUBU/GHUSZ;;;;;;;;;;2020.04.22;ALMERIA;GHU 286;KUONI;NCC 646 / WBZ 417;€ 3 300;2020.04.25;;;;;
;1;TOM. CHERRY ROUND 9X250GR;KOPFSALAT;GHU;PARTNERLOG;;;;;;;;;;2020.04.22;ALMERIA;GHU 286;KUONI;NCC 646 / WBZ 417;€ 3 300;2020.04.25;;;;;
