N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Transport cost;Invoice amount;Payment date;Open invoices;Paid invoices
4;;CAPSICUM KAPIA 10*500GR;GHU;VILLAFRUT;BÉCS; LOT-3506 ;;;;;;;;;2023.09.01;FELSŐPAKONY;EX001;FER TRANS;PNW 590 / WFA 692;€ 500;2023.09.02;-€ 500;;; -   € ;   
7;;CAPSICUM CORNO WHITE I 10*500GR;GHU;VILLAFRUT;BÉCS;LOT-3506;;;;;;;;;2023.09.01;FELSŐPAKONY;EX001;FER TRANS;PNW 590 / WFA 692;€ 500;2023.09.02;;;; -   € ;   
2;1;LIVIU;KOPFSALAT;KOPFSALAT;LIVIU;;;;;;;;;;2023.09.01;LERIDA;GHU 003;KÓNYA;AA DD 062 / WGB 781;€ 2 650;2023.09.04;-€ 2 950;;; -   € ;   
2;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;;;;;;;;;;2023.09.01;LERIDA;GHU 003;KÓNYA;AA DD 062 / WGB 781;€ 2 650;2023.09.04;;;; -   € ;   
3;;SPAR HU BICSKE;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;;;;;;;;;;2023.09.01;LERIDA;GHU 003;KÓNYA;AA DD 062 / WGB 781;€ 2 650;2023.09.04;;;; -   € ;   
1;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;;;;;;;;;;2023.09.01;LERIDA;GHU 003;KÓNYA;AA DD 062 / WGB 781;€ 2 650;2023.09.04;;;; -   € ;   
3;;SPAR HU BICSKE;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;;;;;;;;;;2023.09.01;LERIDA;GHU 003;KÓNYA;AA DD 062 / WGB 781;€ 2 650;2023.09.04;;;; -   € ;   
2;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;;;;;;;;;;2023.09.01;LERIDA;GHU 003;KÓNYA;AA DD 062 / WGB 781;€ 2 650;2023.09.04;;;; -   € ;   
6;;CELERY 6*500GR IFCO;HISPA;GHU;ALDI;SATURDAY UP BARCELONA;;€ 0,68;;PZS;€ 10,00; € -   ;HIS3-038/012400006;1;2023.09.01;LERIDA;GHU 003;KÓNYA;AA DD 062 / WGB 781;€ 2 650;2023.09.04;;;; -   € ;   
4;;PARAGUAYO LOOSE 5KG;FRUBALMED;GHU;ALDI;SATURDAY UP BARCELONA; CASAS ;€ 1,00;;KG;€ 11,50; € -   ;FRU3-1278/AL23;2;2023.09.01;LERIDA;GHU 003;KÓNYA;AA DD 062 / WGB 781;€ 2 650;2023.09.04;;;; -   € ;   
;5;APPRICOT LOOSE 5KG (WOOD);KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.01;LERIDA;GHU 003;KÓNYA;AA DD 062 / WGB 781;€ 2 650;2023.09.04;;;; -   € ;   
;2;NECTARIN YELLOW 1 LAYER (WOOD);KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.01;LERIDA;GHU 003;KÓNYA;AA DD 062 / WGB 781;€ 2 650;2023.09.04;;;; -   € ;   
6;;SPAR HU BICSKE;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE;WEDNESDAY NIGHT;;;;;;;;;2023.09.02;LERIDA;GHU 002;KÓNYA;AA DD 053 / AA ID 871;€ 2 650;2023.09.06;-€ 2 950;;; -   € ;   
8;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2023.09.02;LERIDA;GHU 002;KÓNYA;AA DD 053 / AA ID 871;€ 2 650;2023.09.06;;;; -   € ;   
4;;PEACH WHITE 1LAYER IFCO;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA; SERVETO  ;€ 1,05;;KG;€ 0,00; € -   ;FRU004-1284/AL23;1;2023.09.02;LERIDA;GHU 002;KÓNYA;AA DD 053 / AA ID 871;€ 2 650;2023.09.06;;;; -   € ;   
1;;NECTARIN LOOSE;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA; SERVETO  ;€ 1,05;;KG;€ 0,00; € -   ;FRU004-1284/AL23;1;2023.09.02;LERIDA;GHU 002;KÓNYA;AA DD 053 / AA ID 871;€ 2 650;2023.09.06;;;; -   € ;   
3;;NECTARIN YELLOW 1LAYER IFCO;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA; CASAS ;€ 1,05;;KG;€ 0,00; € -   ;FRU004-1284/AL23;1;2023.09.02;LERIDA;GHU 002;KÓNYA;AA DD 053 / AA ID 871;€ 2 650;2023.09.06;;;; -   € ;   
1;;PARAGUAYO LOOSE B 5KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA; CASAS ;€ 1,00;;KG;€ 0,00; € -   ;FRU004-1284/AL23;1;2023.09.02;LERIDA;GHU 002;KÓNYA;AA DD 053 / AA ID 871;€ 2 650;2023.09.06;;;; -   € ;   
4;;PEAR LOOSE 9KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA; PREMIUM ;€ 1,00;;KG;€ 0,00; € -   ;FRU004-1284/AL23;1;2023.09.02;LERIDA;GHU 002;KÓNYA;AA DD 053 / AA ID 871;€ 2 650;2023.09.06;;;; -   € ;   
1;;LEMON 10*400GR;HISPA;GHU;SPAR HU;MONDAY UP BARCELONA;;€ 0,56;;PZS;€ 10,00; € -   ;HIS004-038/012400007;2;2023.09.02;LERIDA;GHU 002;KÓNYA;AA DD 053 / AA ID 871;€ 2 650;2023.09.06;;;; -   € ;   
2;;CAPSICUM CAL. TRICOLOR 10*500GR ;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.02;LERIDA;GHU 002;KÓNYA;AA DD 053 / AA ID 871;€ 2 650;2023.09.06;;;; -   € ;   
2;;CAPSICUM PALERMO 12*400;GHU;SK;SZLOVÁK;;;€ 1,15;;PZS;;;;;2023.09.02;FELSŐPAKONY;EX004;Gava;RYX852;€ 500;2023.09.03;-€ 500;;; -   € ;   
1;;CAPSICUM PALERMO 12*400;GHU;CZ;Cseh;;;€ 1,15;;PZS;;;;;2023.09.02;FELSŐPAKONY;EX004;Gava;RYX852;€ 500;2023.09.03;;;; -   € ;   
2;;CAPSICUM KAPIA 12*400;GHU;KOPFSALAT;TURDA;2*52# / RO1(001A) / LOT-3603 / GHU-05;;€ 1,15;;PZS;;;;;2023.09.04;FELSŐPAKONY;EX005;LIVIU;BH 16 TDV / BH 28 CDL;€ 0;2023.09.04;€ 0;;; -   € ;   
3;;CAPSICUM KAPIA 12*400;GHU;KOPFSALAT;PLOIESTI;3*52# / RO1(002A) / LOT-3603 / GHU-05;;€ 1,15;;PZS;;;;;2023.09.04;FELSŐPAKONY;EX005;LIVIU;BH 16 TDV / BH 28 CDL;€ 0;2023.09.04;;;; -   € ;   
4;;CAPSICUM KAPIA 10*500GR;GHU;VILLAFRUT;BÉCS;LOT-3602;;;;;;;;;2023.09.03;FELSŐPAKONY;EX002;FER TRANS;SWR 501 / WFA 692;€ 500;2023.09.04;-€ 500;;; -   € ;   
6;;CAPSICUM CORNO WHITE I 10*500GR;GHU;VILLAFRUT;BÉCS;LOT-3602;;;;;;;;;2023.09.03;FELSŐPAKONY;EX002;FER TRANS;SWR 501 / WFA 692;€ 500;2023.09.04;;;; -   € ;   
1;;SPAR SLO;GLOBAL BERRY;GLOBAL BERRY;SPAR SLO;WEDNESDAY MORNING;;;;;€ 8,00; € 60,00 ;DG69;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;-€ 2 950;;; -   € ;   
7;;SPAR CRO 002;KOPFSALAT;KOPFSALAT;SPAR CRO 002;WEDNESDAY MORNING;;;;;€ 0,00;€ 0,00;SPAR;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;   
1;;SPAR CRO;GLOBAL BERRY;GLOBAL BERRY;SPAR CRO;WEDNESDAY MORNING;;;;;€ 0,00;€ 0,00;SPAR;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;   
2;;SPAR CRO;GLOBAL BERRY;GLOBAL BERRY;SPAR CRO;TUESDAY UP DG69;;;;;€ 0,00;€ 0,00;SPAR;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;   
2;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;   
3;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;
2;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;
2;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;
;4;NECTARIN YELLOW LOOSE (WOOD);KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;   
;3;APRICOT LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;   
;1;APRICOT LOOSE AA;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;   
;1;NECTARIN YELLOW 1LAYER 26PZS;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;   
;1;PEACH RED 1LAYER 26PZS;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.04;BARCELONA;GHU 004;KÓNYA;AA JQ 944 / WEW 305;€ 2 650;2023.09.06;;;; -   € ;   
4;;CAPSICUM KAPIA 10*500GR;GHU;VILLAFRUT;BÉCS;LOT-3604;;;;;;;;;2023.09.05;FELSŐPAKONY;EX003;FER TRANS;SWR 501 / WFN 773;€ 500;2023.09.06;-€ 500;;; -   € ;   
6;;CAPSICUM CORNO WHITE I 10*500GR;GHU;VILLAFRUT;BÉCS;LOT-3604;;;;;;;;;2023.09.05;FELSŐPAKONY;EX003;FER TRANS;SWR 501 / WFN 773;€ 500;2023.09.06;;;; -   € ;   
1;;SPAR SLO;GLOBAL BERRY;GLOBAL BERRY;SPAR SLO;FRIDAY MORNING;;;;;€ 16,00; € 60,00 ;DG69;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;-€ 2 950;;; -   € ;   
6;;SPAR CRO 003;KOPFSALAT;KOPFSALAT;SPAR CRO 003;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
1;;SPAR CRO;FRUBALMED;FRUBALMED;SPAR CRO;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
1;;SPAR CRO;GLOBAL BERRY;GLOBAL BERRY;SPAR CRO;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
2;;SPAR CRO;GLOBAL BERRY;GLOBAL BERRY;SPAR CRO;THURSDAY UP DG 69;;;;;€ 0,00; € -   ;SPAR;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
2;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
1;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;SATURDAY NIGHT;;;;;;;;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
1;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ; SATURDAY NIGHT ;;;;;;;;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
1;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;SATURDAY NIGHT;;;;;;;;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
2;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
5;;SPAR HU ÜLLŐ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ;SATURDAY NIGHT;;;;;;;;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
2;;NECTARIN LOOSE 7KG IFCO;FRUBALMED;GHU;ALDI;TUESDAY UP LERIDA; SERVETO ;€ 1,05;;KG;€ 0,00; € -   ;FRU005-1289/AL23;1;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
1;;LEMON 10*400GR;HISPA;GHU;SPAR HU;WEDNESDAY UP BARCELONA;;;€ 0,56;PZS;€ 10,00; € -   ;HIS005-038012400008;2;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
;3;NECTARIN YELLOW 1LAYER 26PZS;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
;1;PEACH RED 1LAYER 26PZS;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
;2;NECTARIN YELLOW LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
;;CAPSICUM PADRON 5#;KOPFSALAT;GHU;PADRON;;;;;;;;;;2023.09.05;LERIDA;GHU 005;KÓNYA;AA JQ 944 / AA ID 875;€ 2 650;2023.09.08;;;; -   € ;   
2;;CAPSICUM PALERMO 12*400;GHU;SK;SZLOVÁK;;;€ 1,15;;PZS;;;;;2023.09.06;FELSŐPAKONY;EX006;GAVA;RYX 852;€ 500;2023.09.07;-€ 500;;; -   € ;   
2;;CAPSICUM PALERMO 12*400;GHU;CZ;CSEH;;;€ 1,15;;PZS;;;;;2023.09.06;FELSŐPAKONY;EX006;GAVA;RYX 852;€ 500;2023.09.07;;;; -   € ;   
10;;LIVIU;KOPFSALAT;KOPFSALAT;LIVIU;;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;-€ 2 950;;; -   € ;   
0,5;;SPAR HU BICSKE;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
0,5;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
2;;SPAR HU BICSKE;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
2;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
0,5;;SPAR HU BICSKE;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
0,5;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
1;;LEMON 10*400GR;HISPA;GHU;SPAR HU;FRIDAY UP BARCELONA;;;€ 0,56;PZS;€ 10,00; € -   ;HIS006-038/012400023;1;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
2;;NECTARIN YELLOW LOOSE 7KG IFCO;FRUBALMED;GHU;ALDI;FRIDAY UP BARCELONA; SERVETO ;;€ 1,05;KG;€ 10,00; € -   ;FRU006-1295/AL23;2;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
2;;PEACH RED LOOSE 7KG IFCO;FRUBALMED;GHU;ALDI;FRIDAY UP BARCELONA; SERVETO ;;€ 1,05;KG;€ 10,00; € -   ;FRU006-1295/AL23;2;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
2;;PEAR;FRUBALMED;GHU;ALDI;FRIDAY UP BARCELONA; PREMIUM ;;€ 1,00;KG;€ 10,00; € -   ;FRU006-1295/AL23;2;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
;1;PEAR LIMONERA 1LAYER;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
;3;NECTARIN YELLOW LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
;2;PEACH RED 1 LAYER 26PZS;KOPFSALAT;GHU;;;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
;1;NECTARIN YELLOW 1LAYER 26PZS (WOOD);KOPFSALAT;GHU;;;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
;1;APRICOT LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2023.09.08;BARCELONA;GHU 006;KÓNYA;AA DD 060 / WGB 781;€ 2 650;2023.09.10;;;; -   € ;   
4;;CAPSICUM KAPIA 10*500GR;GHU;VILLAFRUT;BÉCS;LOT-3606;;;;;;;;;2023.09.08;FELSŐPAKONY;EX007;FER TRANS;SWR 502 / XYM 641;€ 500;2023.09.09;-€ 500;;; -   € ;   
10;;CAPSICUM CORNO WHITE I 10*500GR;GHU;VILLAFRUT;BÉCS;LOT-3606;;;;;;;;;2023.09.08;FELSŐPAKONY;EX007;FER TRANS;SWR 502 / XYM 641;€ 500;2023.09.09;;;; -   € ;   
3;;CAPSICUM PALERMO 12*400;GHU;SK;SZLOVÁK;CSEH-ben rakjuk le;;;;PZS;;;;;2023.09.09;FELSŐPAKONY;EX011;GAVA;RYX 852;€ 500;2023.09.10;-€ 500;;; -   € ;   
2;;CAPSICUM KAPIA 12*400;GHU;KOPFSALAT;TURDA;2*52# / RO1(003) / LOT-3703 / GHU-05;;€ 1,15;;PZS;;;;;2023.09.11;FELSŐPAKONY;EX012;LIVIU;BH 20 TDV BH 83 CDL;€ 0;2023.09.11;€ 0;;; -   € ;   
3;;CAPSICUM KAPIA 12*400;GHU;KOPFSALAT;PLOIESTI;3*52# / RO1(004) / LOT-3702 / GHU-05;;€ 1,15;;PZS;;;;;2023.09.11;FELSŐPAKONY;EX012;LIVIU;BH 20 TDV BH 83 CDL;€ 0;2023.09.11;;;; -   € ;   
1;;SPAR SLO;GLOBAL BERRY;GLOBAL BERRY;SPAR SLO;MONDAY MORNING;;;;;€ 8,00; € 20,00 ;DG69;;2023.09.09;BARCELONA;GHU 007;KÓNYA;TBT 655 / WFT 964;€ 2 650;2023.09.11;-€ 2 950;;; -   € ;   
2;;SPAR SLO ;FRUBALMED;FRUBALMED;SPAR SLO;MONDAY MORNING;;;;;€ 16,00; € 40,00 ;DG69;;2023.09.09;BARCELONA;GHU 007;KÓNYA;TBT 655 / WFT 964;€ 2 650;2023.09.11;;;; -   € ;   
1;;SPAR CRO ;CASAS ROYES;CASAS ROYES;SPAR CRO ;MONDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.09.09;BARCELONA;GHU 007;KÓNYA;TBT 655 / WFT 964;€ 2 650;2023.09.11;;;; -   € ;   
2;;SPAR CRO;FRUBALMED;FRUBALMED;SPAR CRO;MONDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.09.09;BARCELONA;GHU 007;KÓNYA;TBT 655 / WFT 964;€ 2 650;2023.09.11;;;; -   € ;   
2;LOAD SLOVENIA!!!!;SPAR CRO;GLOBAL BERRY;GLOBAL BERRY;SPAR CRO;MONDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.09.09;BARCELONA;GHU 007;KÓNYA;TBT 655 / WFT 964;€ 2 650;2023.09.11;;;; -   € ;   
9;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2023.09.09;BARCELONA;GHU 007;KÓNYA;TBT 655 / WFT 964;€ 2 650;2023.09.11;;;; -   € ;   
13;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2023.09.09;BARCELONA;GHU 007;KÓNYA;TBT 655 / WFT 964;€ 2 650;2023.09.11;;;; -   € ;   
2;;CELERY 6*500GR IFCO;HISPA;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 0,70;PZS;€ 10,00; € -   ;HIS008-038/012400019;1;2023.09.09;BARCELONA;GHU 007;KÓNYA;TBT 655 / WFT 964;€ 2 650;2023.09.11;;;; -   € ;   
1;;BIO CUCUMBER DUTCH I FILM 12PZS IFCO;ECOINVER BIO;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 6,00;CAJA;€ 10,00; € -   ;ECO001-EXP23-69;2;2023.09.09;BARCELONA;GHU 007;KÓNYA;TBT 655 / WFT 964;€ 2 650;2023.09.11;;;; -   € ;   
;1;PEACH RED LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2023.09.09;BARCELONA;GHU 007;KÓNYA;TBT 655 / WFT 964;€ 2 650;2023.09.11;;;; -   € ;   
1;1;LIVIU;KOPFSALAT;KOPFSALAT;LIVIU;;;;;;;;;;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;-€ 2 950;;; -   € ;   
2;;SPAR SLO;FRUBALMED;FRUBALMED;SPAR SLO;WEDNESDAY MORNING;;;;;€ 16,00; € 40,00 ;DG69;;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;;;; -   € ;   
1;;SPAR SLO;GLOBAL BERRY;GLOBAL BERRY;SPAR SLO;WEDNESDAY MORNING;;;;;€ 8,00; € 20,00 ;DG69;;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;;;; -   € ;   
1;DG;SPAR CRO;GLOBAL BERRY;GLOBAL BERRY;SPAR CRO;WEDNESDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;;;; -   € ;   
1;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;;;; -   € ;
2;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;;;; -   € ;   
1;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;;;; -   € ;   
3;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;;;; -   € ;   
5;;PEACH WHITE LOOSE 7KG IFCO;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA; SERVETO ;€ 1,05;;KG;€ 0,00; € -   ;FRU007-1305/AL23;1;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;;;; -   € ;   
2;;NECTARIN YELLOW LOOSE 7KG IFCO;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA; SERVETO ;€ 1,05;;KG;€ 0,00; € -   ;FRU007-1305/AL23;1;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;;;; -   € ;   
3;;PEAR LOOSE 9KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA; PREMIUM ;€ 1,00;;KG;€ 0,00; € -   ;FRU007-1305/AL23;1;2023.09.09;LERIDA;GHU 008;KÓNYA;SHB 850 / WEW 302;€ 2 650;2023.09.13;;;; -   € ;   
