N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices;;;;;;;;;;;
;2;CAPSICUM PALERMO II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.09;ALMERIA;GHU 111;KÓNYA;SFB 847 / WEH 573;€ 3 300;2021.01.12;;;;;;;;;;;;;;;;
;0,4;TOM. PEAR STD MMM;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2021.01.09;ALMERIA;GHU 111;KÓNYA;SFB 847 / WEH 573;€ 3 300;2021.01.12;;;;;;;;;;;;;;;;
;0,7;TOMATO LONGLIFE M;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2021.01.09;ALMERIA;GHU 111;KÓNYA;SFB 847 / WEH 573;€ 3 300;2021.01.12;;;;;;;;;;;;;;;;
4;;TOM. PEAR PACKAGE 10*500GR;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.09;ALMERIA;GHU 111;KÓNYA;SFB 847 / WEH 573;€ 3 300;2021.01.12;;;;;;;;;;;;;;;;
;2;CAPSICUM PALERMO STD ;HORTICHUELAS;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,70;;KG;;;HOR004-01/011056;1;2021.01.09;ALMERIA;GHU 111;KÓNYA;SFB 847 / WEH 573;€ 3 300;2021.01.12;;;;;;;;;;;;;;;;
;2;TOMATO BUNCH;HORTICHUELAS;GHU;GHUBU/GHUSZ;SATURDAY UP ALMERIA;;€ 0,90;;KG;;;HOR004-01/011056;1;2021.01.09;ALMERIA;GHU 111;KÓNYA;SFB 847 / WEH 573;€ 3 300;2021.01.12;;;;;;;;;;;;;;;;
;7;COURGETTE;MK FRESH;GHU;ALDI;;;;;;;;;;2021.01.10;MAROKKÓ;H066;MK FRESH;54516 A 34 / 3612 07;€ 0;2021.01.15;;;;;;;;;;;;;;;;
;3;CAPSICUM CORNO WHITE II;MK FRESH;GHU;GHUBU/GHUSZ/ZSOLTI;;;;;;;;;;2021.01.10;MAROKKÓ;H066;MK FRESH;54516 A 34 / 3612 07;€ 0;2021.01.15;;;;;;;;;;;;;;;;
;4;CAPSICUM CAL. RED I;MK FRESH;GHU;ALDI;;;;;;;;;;2021.01.10;MAROKKÓ;H066;MK FRESH;54516 A 34 / 3612 07;€ 0;2021.01.15;;;;;;;;;;;;;;;;
;9;CAPSICUM PALERMO I;MK FRESH;GHU;ALDI;;;;;;;;;;2021.01.10;MAROKKÓ;H066;MK FRESH;54516 A 34 / 3612 07;€ 0;2021.01.15;;;;;;;;;;;;;;;;
;3;CAPSICUM SPICY GREEN I;MK FRESH;GHU;GHUBU/GHUSZ/ZSOLTI;;;;;;;;;;2021.01.10;MAROKKÓ;H066;MK FRESH;54516 A 34 / 3612 07;€ 0;2021.01.15;;;;;;;;;;;;;;;;
;5;BILEKLEVI;BILEKLEVI;BILEKLEVI;;;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
8;;SPAR HU BICSKE ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
7;;TESCO HU 110/A;KOPFSALAT;KOPFSALAT;TESCO HU 110/A;WEDNESDAY;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
;1;CAPSICUM CORNO WHITE I;KOPFSALAT;KOPFSALAT;TESCO 006/STK;;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
;1;COURGETTE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
;0,5;COURGETTE II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
1,9;;CAPSICUM CAL. RED I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
0,6;;TOM. PEAR STD MIX;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
1;;TOMATO BUNCH I MM;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
;1;TOM. CHERRY ROUND LOOSE;KOPFSALAT;GHU;PARTNERLOG;;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
;2;TOM. PEAR MM;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
;;CAPSICUM PADRON LOOSE;KOPFSALAT;GHU;PADRON;3#;;;;;;;;;2021.01.11;BARCELONA;GHU 113;KÓNYA;RRJ 471 / WEW 301;€ 1 940;2021.01.13;;;;;;;;;;;;;;;;
;1;CUCUMBER DUTCH I 14-16PZS;AGRICOLA GUAINOS;GHU;ALDI;MONDAY UP ALMERIA;;€ 2,15;;KG;€ 0,00;€ 0,00;AGR013-A-000034-21;5;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
3;;CUCUMBER DUTCH I 14PZS;KOPALMERIA;GHU;ALDI;MONDAY UP ALMERIA;;€ 1,70;;KG;€ 0,00;€ 0,00;KOP057-01/1729;1;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
1;;CUCUMBER STD ;KOPALMERIA;GHU;ALDI;MONDAY UP ALMERIA;;€ 1,30;;KG;€ 0,00; € -   ;KOP057-01/1729;1;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;5;CAPSICUM CAL. RED I ;COCO;GHU;ALDI;MONDAY UP ALMERIA;;€ 0,95;;KG;€ 0,00; € -   ;COC014-A20-111;4;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;4;CAPSICUM PALERMO IFCO;COCO;GHU;ALDI;MONDAY UP ALMERIA;;€ 1,65;;KG;€ 0,00; € -   ;COC014-A20-111;4;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;4;CUCUMBER DUTCH I FILM 18 PZS;COSTA;GHU;ALDI;MONDAY UP ALMERIA;;€ 1,88;;KG;€ 0,00; € -   ;COS023-9-6429;2;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;4;CUCUMBER DUTCH I FILM 16 PZS;COSTA;GHU;ALDI;MONDAY UP ALMERIA;;€ 1,92;;KG;€ 0,00; € -   ;COS023-9-6429;2;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;1;CAPSICUM PALERMO II;HORTICHUELAS;GHU;ALDI;MONDAY UP ALMERIA;;€ 0,90;;KG;€ 0,00; € -   ;HOR005-01/011238;3;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;2;TOMATO BUNCH MM;HORTICHUELAS;GHU;GHUBU/GHUSZ;MONDAY UP ALMERIA;;€ 0,60;;KG;€ 0,00; € -   ;HOR005-;3;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
1;;CAPSICUM PALERMO II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;0,4;AUBERGINE II ;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;0,1;CAPSICUM CAL. YELLOW II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;;CAPSICUM CAL. RED II;KOPFSALAT;GHU;GHUBU/GHUSZ;9#;;;;;;;;;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;0,1;COURGETTE II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;;COURGETTE PLASTIC BOX;KOPFSALAT;GHU;GHUBU/GHUSZ;4#;;;;;;;;;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;0,1;TOMATO LONGLIFE MM;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
;0,4;TOM PEAR STD;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.11;ALMERIA;GHU 114;BVT;PSG 250 / WAN 721;€ 3 600;2021.01.14;;;;;;;;;;;;;;;;
5;;SPAR CRO 047;KOPFSALAT;KOPFSALAT;SPAR CRO 047;WEDNESDAY MORNING;;;;;;;;;2021.01.11;BARCELONA;LOG060;KÓNYA;SFB 843 / WDA 626;€ 2 200;2021.01.13;;;;;;;;;;;;;;;;
7;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2021.01.11;BARCELONA;LOG060;KÓNYA;SFB 843 / WDA 626;€ 2 200;2021.01.13;;;;;;;;;;;;;;;;
1;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2021.01.11;BARCELONA;LOG060;KÓNYA;SFB 843 / WDA 626;€ 2 200;2021.01.13;;;;;;;;;;;;;;;;
2;;SPAR CRO;EUROCASTELL;EUROCASTELL;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2021.01.11;BARCELONA;LOG060;KÓNYA;SFB 843 / WDA 626;€ 2 200;2021.01.13;;;;;;;;;;;;;;;;
8;;SPAR HU BICSKE V/783;AGESCO;AGESCO;SPAR HU BICSKE V/783;WEDNESDAY NIGHT;;;;;;;;;2021.01.11;BARCELONA;LOG060;KÓNYA;SFB 843 / WDA 626;€ 2 200;2021.01.13;;;;;;;;;;;;;;;;
8;;SPAR HU ÜLLŐ V/784;AGESCO;AGESCO;SPAR HU ÜLLŐ V/784;WEDNESDAY NIGHT;;;;;;;;;2021.01.11;BARCELONA;LOG060;KÓNYA;SFB 843 / WDA 626;€ 2 200;2021.01.13;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE MA21-000391;EUROCASTELL;EUROCASTELL;SPAR HU BICSKE MA21-000391;WEDNESDAY NIGHT;;;;;€ 8,50;;;;2021.01.11;BARCELONA;LOG060;KÓNYA;SFB 843 / WDA 626;€ 2 200;2021.01.13;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE MA21-000392;EUROCASTELL;EUROCASTELL;SPAR HU BICSKE MA21-000392;WEDNESDAY NIGHT;;;;;€ 8,50;;;;2021.01.11;BARCELONA;LOG060;KÓNYA;SFB 843 / WDA 626;€ 2 200;2021.01.13;;;;;;;;;;;;;;;;
2;;SPAR SLO;AGESCO;AGESCO;SPAR SLO;WEDNESDAY MORNING;;;;;;;;;2021.01.11;BARCELONA;LOG061;BVT;PSG 240 / WDH 532;€ 2 600;2021.01.13;;;;;;;;;;;;;;;;
10;;SPAR HU BICSKE 105;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 105;WEDNESDAY NIGHT;;;;;;;;;2021.01.11;BARCELONA;LOG061;BVT;PSG 240 / WDH 532;€ 2 600;2021.01.13;;;;;;;;;;;;;;;;
12;;SPAR HU ÜLLŐ 106;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 106;WEDNESDAY NIGHT;;;;;;;;;2021.01.11;BARCELONA;LOG061;BVT;PSG 240 / WDH 532;€ 2 600;2021.01.13;;;;;;;;;;;;;;;;
9;;SPAR HU ÜLLŐ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2021.01.11;BARCELONA;LOG061;BVT;PSG 240 / WDH 532;€ 2 600;2021.01.13;;;;;;;;;;;;;;;;
14;;TESCO HU 110;KOPFSALAT;KOPFSALAT;TESCO HU 110;WEDNESDAY;;;;;;;;;2021.01.12;BARCELONA;LOG062;KÓNYA;SFB 841 / WED 152;€ 2 200;2021.01.14;;;;;;;;;;;;;;;;
19;;TESCO HU 111;KOPFSALAT;KOPFSALAT;TESCO HU 111;THURSDAY;;;;;;;;;2021.01.12;BARCELONA;LOG062;KÓNYA;SFB 841 / WED 152;€ 2 200;2021.01.14;;;;;;;;;;;;;;;;
7;;SPAR CRO 048;KOPFSALAT;KOPFSALAT;SPAR CRO 048;FRIDAY MORNING;;;;;;;;;2021.01.13;BARCELONA;LOG063;KÓNYA;SFB 840 / WDA 628;€ 2 200;2021.01.15;;;;;;;;;;;;;;;;
2;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;FRIDAY MORNING;;;;;;;;;2021.01.13;BARCELONA;LOG063;KÓNYA;SFB 840 / WDA 628;€ 2 200;2021.01.15;;;;;;;;;;;;;;;;
7;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;FRIDAY MORNING;;;;;;;;;2021.01.13;BARCELONA;LOG063;KÓNYA;SFB 840 / WDA 628;€ 2 200;2021.01.15;;;;;;;;;;;;;;;;
2;;SPAR CRO;EUROCASTELL;EUROCASTELL;SPAR CRO;FRIDAY MORNING;;;;;;;;;2021.01.13;BARCELONA;LOG063;KÓNYA;SFB 840 / WDA 628;€ 2 200;2021.01.15;;;;;;;;;;;;;;;;
10;;SPAR HU ÜLLŐ 108;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 108;SATURDAY NIGHT;;;;;;;;;2021.01.13;BARCELONA;LOG063;KÓNYA;SFB 840 / WDA 628;€ 2 200;2021.01.15;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/802;AGESCO;AGESCO;SPAR HU BICSKE V/802;SATURDAY NIGHT;;;;;;;;;2021.01.13;BARCELONA;LOG063;KÓNYA;SFB 840 / WDA 628;€ 2 200;2021.01.15;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/801;AGESCO;AGESCO;SPAR HU ÜLLŐ V/801;SATURDAY NIGHT;;;;;;;;;2021.01.13;BARCELONA;LOG063;KÓNYA;SFB 840 / WDA 628;€ 2 200;2021.01.15;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE MA21-000514;EUROCASTELL;EUROCASTELL;SPAR HU BICSKE MA21-000514;SATURDAY NIGHT;;;;;€ 8,50;;;;2021.01.13;BARCELONA;LOG063;KÓNYA;SFB 840 / WDA 628;€ 2 200;2021.01.15;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ MA21-000513;EUROCASTELL;EUROCASTELL;SPAR HU ÜLLŐ MA21-000513;SATURDAY NIGHT;;;;;€ 8,50;;;;2021.01.13;BARCELONA;LOG063;KÓNYA;SFB 840 / WDA 628;€ 2 200;2021.01.15;;;;;;;;;;;;;;;;
2;;SPAR SLO;AGESCO;AGESCO;SPAR SLO;FRIDAY MORNING;;;;;;;;;2021.01.13;BARCELONA;LOG064;IMANOV;RRJ 531 / WAM 671;€ 2 500;2021.01.15;;;;;;;;;;;;;;;;
8;;SPAR HU BICSKE 107;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 107;SATURDAY NIGHT;;;;;;;;;2021.01.13;BARCELONA;LOG064;IMANOV;RRJ 531 / WAM 671;€ 2 500;2021.01.15;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2021.01.13;BARCELONA;LOG064;IMANOV;RRJ 531 / WAM 671;€ 2 500;2021.01.15;;;;;;;;;;;;;;;;
21;;TESCO HU 112;KOPFSALAT;KOPFSALAT;TESCO HU ;FRIDAY;;;;;;;;;2021.01.13;BARCELONA;LOG064;IMANOV;RRJ 531 / WAM 671;€ 2 500;2021.01.15;;;;;;;;;;;;;;;;
2,5;;SPAR HU BICSKE ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
6,5;;SPAR HU ÜLLŐ;GRUPO NATURAL;GRUPO NATURAL;SPAR HU ÜLLŐ;SATURDAY NIGHT;;;;;;;;;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/805;AGESCO;AGESCO ;SPAR HU BICSKE V/805;SATURDAY NIGHT;;;;;;;;;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
;3;CAPSICUM CORNO WHITE I;FAUS DURA;KOPFSALAT;TESCO 008/STK;WEDNESDAY UP PERPIGNAN;;€ 1,35;;;;;;;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
;1;CAPSICUM CORNO WHITE I;KOPFSALAT;KOPFSALAT;TESCO 009/STK;;;;;;;;;;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
2,5;;MANDARIN 900GR;FRUBALMED;GHU;ALDI;;;€ 0,85;;PZS;€ 8,50; € 30,00 ;FRU062-7/AL21;1;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
0,5;;MANDARIN 2.3KG;FRUBALMED;GHU;ALDI;;;€ 1,65;;PZS;€ 8,50; € 30,00 ;FRU062-7/AL21;1;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
6;;CELERY;HISPAGROUP;GHU;ALDI;;;;€ 0,50;PZS;€ 8,50; € -   ;HIS009-038/012100473;2;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
4;;COURGETTE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
;3;AUBERGINE II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
;1;CAPSICUM CAL. RED I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.13;BARCELONA;GHU 115;IMANOV;RRJ 534 / WAM 674;€ 2 600;2021.01.15;;;;;;;;;;;;;;;;
;1;CAPSICUM CORNO WHITE II;KOPFSALAT;KOPFSALAT;TESCO 007/STK;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
1;;CAPSICUM PALERMO II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
2;;CUCUMBER DUTCH I 16PZS;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
3;;CUCUMBER DUTCH II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
5;;TOM. PEAR PACKAGE 10x500GR;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;2;TOMATO BUNCH C;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;0,2;CAPSICUM CAL. YELLOW II;KOPFSALAT;GHU;;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;0,1;CAPSICUM CAL. RED II;KOPFSALAT;GHU;;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;0,1;COURGETTE;KOPFSALAT;GHU;;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;0,1;TOM. PEAR STD;KOPFSALAT;GHU;;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;0,6;TOMATO LONGLIFE MM;KOPFSALAT;GHU;;;;;;;;;;;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
1;;BIO TOM. CHERRY PEAR 9x250GR;KOPALMERIA;GHU;ALDI;WEDNESDAY UP ALMERIA;;€ 0,85;;PZS;€ 0,00; € -   ;KOP058-01/001775;1;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
2;;CUCUMBER DUTCH I 12-14PZS;KOPALMERIA;GHU;ALDI;WEDNESDAY UP ALMERIA;;€ 1,30;;KG;€ 0,00; € -   ;KOP058-01/001774;1;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;3;CAPSICUM PALERMO II;ALDENOR;GHU;GHUBU/GHUSZ/ALDI;WEDNESDAY UP ALMERIA;;€ 1,00;;KG;€ 0,00; € -   ;ALD001-003259;5;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;1;CAPSICUM PALERMO II;HORTICHUELAS;GHU;GHUBU/GHUSZ/ALDI;WEDNESDAY UP ALMERIA;;€ 5,00;;CAJA;€ 0,00; € -   ;HOR006-21C-4723;3;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;0,3;CAPSICUM PALERMO II;COSTA;GHU;GHUBU/GHUSZ/ALDI;WEDNESDAY UP ALMERIA;;;;;€ 0,00; € -   ;COS024-06-1044;2;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;0,1;CAPSICUM GREEN SPICY;COSTA;GHU;GHUBU/GHUSZ/ZSOLTI;WEDNESDAY UP ALMERIA;;;;;€ 0,00; € -   ;COS024-06-1044;2;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;0,5;CAPSICUM CORNO WHITE II;COSTA;GHU;GHUBU/GHUSZ/ZSOLTI;WEDNESDAY UP ALMERIA;;;;;€ 0,00; € -   ;COS024-06-1044;2;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;5;CAPSICUM PALERMO I IFCO;COCO;GHU;ALDI;WEDNESDAY UP ALMERIA;;€ 1,55;;KG;€ 0,00; € -   ;COC012-A20-117;4;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
;1;CAPSICUM CAL. RED I;COCO;GHU;ALDI;WEDNESDAY UP ALMERIA;;€ 0,95;;KG;€ 0,00; € -   ;COC012-A20-117;4;2021.01.13;ALMERIA;GHU 116;KERMOR;ROG 178 / WDN 429;€ 3 600;2021.01.16;;;;;;;;;;;;;;;;
17;;CAPSICUM CORNO WHITE I;FAUS DURA;KOPFSALAT;TESCO 011/STK;THURSDAY UP PERPIGNAN;;€ 1,35;;;;;;;2021.01.14;BARCELONA;GHU 118;KÓNYA;RCG 083 / WEH 574;€ 2 200;2021.01.16;;;;;;;;;;;;;;;;
;6;CAPSICUM KAPIA LOOSE;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.14;BARCELONA;GHU 118;KÓNYA;RCG 083 / WEH 574;€ 2 200;2021.01.16;;;;;;;;;;;;;;;;
;0,5;CUCUMBER DUTCH I FILM;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.14;BARCELONA;GHU 118;KÓNYA;RCG 083 / WEH 574;€ 2 200;2021.01.16;;;;;;;;;;;;;;;;
;1;CAPSICUM CAL. RED I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.01.14;BARCELONA;GHU 118;KÓNYA;RCG 083 / WEH 574;€ 2 200;2021.01.16;;;;;;;;;;;;;;;;
;0,5;CAPSICUM CORNO WHITE II ;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.01.14;BARCELONA;GHU 118;KÓNYA;RCG 083 / WEH 574;€ 2 200;2021.01.16;;;;;;;;;;;;;;;;
