N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Transport cost;Invoice amount;Payment date;Open invoices;Paid invoices
;1;WATERMELON STD;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2023.03.15;BARCELONA;GHU 179;KÓNYA;AA DD 058 / WDA 625;€ 2 740;2023.03.17;;;;;
;1;TOM. CHERRY ROUND LOOSE;KOPFSALAT;GHU;AGROFOGKER/ZSOLTI;;;;;;;;;;2023.03.15;BARCELONA;GHU 179;KÓNYA;AA DD 058 / WDA 625;€ 2 740;2023.03.17;;;;;
22;;COURGETTE I;MK FRESH;GHU;ALDI;;;€ 0,80;;KG;;;;;2023.03.16;MAROKKÓ / PERPIGNAN;H111;KÓNYA;TBT 652 / AA ID 870;€ 6 950;2023.03.18;-€ 7 150;;;;
3,4;;CAPSICUM KAPIA I;MK FRESH;GHU;;;;€ 2,45;;KG;;;;;2023.03.16;MAROKKÓ / PERPIGNAN;H111;KÓNYA;TBT 652 / AA ID 870;€ 6 950;2023.03.18;;;;;
1;;CAPSICUM PALERMO I;MK FRESH;GHU;;;;€ 2,45;;KG;;;;;2023.03.16;MAROKKÓ / PERPIGNAN;H111;KÓNYA;TBT 652 / AA ID 870;€ 6 950;2023.03.18;;;;;
0,1;;CAPSICUM KAPIA II;MK FRESH;GHU;;;;€ 1,50;;KG;;;;;2023.03.16;MAROKKÓ / PERPIGNAN;H111;KÓNYA;TBT 652 / AA ID 870;€ 6 950;2023.03.18;;;;;
6,5;;CAPSICUM CORNO WHITE II;MK FRESH;GHU;;;;€ 1,15;;KG;;;;;2023.03.16;MAROKKÓ / PERPIGNAN;H111;KÓNYA;TBT 652 / AA ID 870;€ 6 950;2023.03.18;;;;;
1;WQR;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;LOAD WQR;;;;;€ 0,00; € -   ;SPAR;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;-€ 2 850;;;;
7;;SPAR CRO 082;KOPFSALAT;KOPFSALAT;SPAR CRO 082;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;;;;;
6;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;;;;;
2;;SPAR CRO;GLOBAL BERRY;GLOBAL BERRY;SPAR CRO;FRIDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;;;;;
5;;SPAR HU BICSKE 137;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 137;SATURDAY NIGHT;;;;;;;;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;;;;;
3;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;FRIDAY NIGHT;;;;;;;;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;;;;;
4;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;FRIDAY NIGHT;;;;;;;;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;;;;;
2;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;FRIDAY NIGHT;;;;;;;;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;;;;;
2;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;FRIDAY NIGHT;;;;;;;;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;;;;;
0,5;;SPAR HU BICSKE ;GLOBAL BERRY;GLOBAL BERRY;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;;;;;
0,5;;SPAR HU ÜLLŐ;GLOBAL BERRY;GLOBAL BERRY;SPAR HU ÜLLŐ ;SATURDAY NIGHT;;;;;;;;;2023.03.15;BARCELONA;LOG096;KÓNYA;AA DD 056 / WEW 305;€ 2 650;2023.03.17;;;;;
3;;CUCUMBER DUTCH II;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;-€ 4 200;;;;
3;;AUBERGINE II;KOPFSALAT;GHU;ALDI/GHUBU;;;;;;;;;;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
1;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
;4;TOM. PEAR STD MMM;KOPFSALAT;GHU;ALDI/GHUBU;;;;;;;;;;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
;4;GARLIC LOOSE 20KG;GALLARDO;GHU;SPAR/ALDI;THURSDAY UP JAEN;;€ 1,65;;KG;€ 0,00; € -   ;GAL027-000028;1;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
2;;TOM. PEAR PACKAGE 10*500GR;HISPA;GHU;ALDI;THURSDAY UP ALMERIA; DIOSUR ;€ 0,95;;PZS;€ 0,00; € -   ;HIS102-038/012301600;2;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
;2;COURGETTE I (PLASTIC);AGROPONIENTE;GHU;ALDI;THURSDAY UP ALMERIA; JAVIER ;€ 0,70;;KG;€ 0,00; € -   ;APE060-FXI23/0000440;3;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
;1;CAPSICUM CAL. RED I G;CASI ;GHU;GHUBU;THURSDAY UP ALMERIA; JAVIER ;€ 2,26;;KG;€ 0,00; € -   ;CAS058-AA23/28377;4;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
;1;TOMATO LONGLIFE I M (KARTON);CASI ;GHU;GHUBU;THURSDAY UP ALMERIA; JAVIER ;€ 1,77;;KG;€ 0,00; € -   ;CAS058-AA23/28377;4;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
;2;TOM. PEAR STD MM;CASI ;GHU;GHUBU;THURSDAY UP ALMERIA; JAVIER ;€ 1,10;;KG;€ 0,00; € -   ;CAS058-VH23/16238;4;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
4;;CUCUMBER DUTCH STD FILM 14PZS IFCO;INDASOL;GHU;ALDI;THURSDAY UP ALMERIA;;€ 1,30;;KG;€ 0,00; € -   ;IND045-22/18524;5;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
2;;BIO TOM. CHERRY 9*250GR;ECOINVER BIO;GHU;ALDI;THURSDAY UP ALMERIA;;€ 0,95;;PZS;€ 0,00; € -   ;ECO015-EXPP22-3005;6;2023.03.16;ALMERIA;GHU 180;KÓNYA;TBT 654 / WFT 961;€ 3 800;2023.03.19;;;;;
12;;TESCO HU W11A2;KOPFSALAT;KOPFSALAT;TESCO HU W11A2;MONDAY;;;;;;;;;2023.03.16;ALMERIA;H112;KÓNYA;TBT 657 / WFT 964;€ 3 800;2023.03.19;-€ 4 200;;;;
1; ;TESCO SK W11A2;KOPFSALAT;KOPFSALAT;TESCO SK W11A2;SUNDAY ;;;;;;;;;2023.03.16;ALMERIA;H112;KÓNYA;TBT 657 / WFT 964;€ 3 800;2023.03.19;;;;;
5;;SPAR HU BICSKE;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2023.03.16;VALENCIA;H112;KÓNYA;TBT 657 / WFT 964;€ 3 800;2023.03.19;;;;;
2;;LEMON 10*400GR;HISPA;GHU;SPAR;THURSDAY UP MURCIA; BLAMUCA ;€ 0,46;;PZS;€ 0,00; € -   ;HIS103-038/012301588;;2023.03.16;ALMERIA;H112;KÓNYA;TBT 657 / WFT 964;€ 3 800;2023.03.19;;;;;
6;;CELERY 6*500GR IFCO;HISPA;GHU;ALDI;THURSDAY UP MURCIA; HORTOFORTINI ;€ 0,75;;PZS;€ 0,00; € -   ;HIS103-038/012301537;;2023.03.16;ALMERIA;H112;KÓNYA;TBT 657 / WFT 964;€ 3 800;2023.03.19;;;;;
;2;CUCUMBER DUTCH I;EXPOALMA;GHU;;THURSDAY UP ALMERIA; JAVIER ;€ 0,80;;KG;€ 0,00; € -   ;EXP009-22/23-4490;1;2023.03.16;ALMERIA;H112;KÓNYA;TBT 657 / WFT 964;€ 3 800;2023.03.19;;;;;
;2;CAPSICUM PALERMO I;EXPOALMA;GHU;ALDI;THURSDAY UP ALMERIA; JAVIER ;€ 3,40;;KG;€ 0,00; € -   ;EXP009-22/23-4490;1;2023.03.16;ALMERIA;H112;KÓNYA;TBT 657 / WFT 964;€ 3 800;2023.03.19;;;;;
1;;MANDARIN 2,3KG;FRUBALMED;GHU;ALDI;FRIDAY UP VALENCIA;;€ 2,50;;CAJA;€ 0,00; € -   ;FRU089-268/AL23;2;2023.03.16;ALMERIA;H112;KÓNYA;TBT 657 / WFT 964;€ 3 800;2023.03.19;;;;;
14; ;TESCO SK W11A;KOPFSALAT;KOPFSALAT;TESCO SK W11A;SUNDAY ;;;;;;;;;2023.03.16;ALMERIA;LOG097;LIVIU;BH 21 TDV / BH 35 TDV;€ 2 610;2023.03.19;-€ 2 610;;;;
4;;ALDI W11A;KOPFSALAT;KOPFSALAT;ALDI W11A;MONDAY;;;;;;;;;2023.03.16;ALMERIA;LOG097;LIVIU;BH 21 TDV / BH 35 TDV;€ 2 610;2023.03.19;;;;;
21;;SPAR HU ÜLLŐ 140;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 140;MONDAY NIGHT;;;;;;;;;2023.03.17;BARCELONA;H115;KÓNYA;SHB 849 / WGB 781;€ 2 650;2023.03.19;-€ 3 050;;;;
7;;TESCO HU W11A;KOPFSALAT;KOPFSALAT;TESCO HU W11A;MONDAY;;;;;;;;;2023.03.17;BARCELONA;H115;KÓNYA;SHB 849 / WGB 781;€ 2 650;2023.03.19;;;;;
5;;MANDARIN 10*900GR;FRUBALMED;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 1,10;PZS;€ 10,00; € -   ;FRU091-267/AL23;;2023.03.17;BARCELONA;H115;KÓNYA;SHB 849 / WGB 781;€ 2 650;2023.03.19;;;;;
;11;BILEK;BILEK;;;;;;;;;;;;2023.03.17;BARCELONA;LOG099;BILEK;AR 39 FRC / AR 69 FRC;€ 1 645;2023.03.19;-€ 1 645;;;;
18;1;SPAR HU BICSKE;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2023.03.17;BARCELONA;LOG099;BILEK;AR 39 FRC / AR 69 FRC;€ 1 645;2023.03.19;;;;;
;2;CAULIFLOWER I 8PZS;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2023.03.17;BARCELONA;GHU 181;KÓNYA;AA DD 059 / AA ID 877;€ 1 100;2023.03.19;-€ 1 100;;;;
;3;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.03.17;BARCELONA;GHU 181;KÓNYA;AA DD 059 / AA ID 877;€ 1 100;2023.03.19;;;;;
;1;TOM. CHERRY ROUND LOOSE;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2023.03.17;BARCELONA;GHU 181;KÓNYA;AA DD 059 / AA ID 877;€ 1 100;2023.03.19;;;;;
;2;CAPSICUM SPICY GREEN I;KOPFSALAT;GHU;PRÉMIUMKERT;;;;;;;;;;2023.03.17;BARCELONA;GHU 181;KÓNYA;AA DD 059 / AA ID 877;€ 1 100;2023.03.19;;;;;
;2;COURGETTE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.03.17;BARCELONA;GHU 181;KÓNYA;AA DD 059 / AA ID 877;€ 1 100;2023.03.19;;;;;
;12;KÓNYA;KÓNYA;KÓNYA;;;;;;;;;;;2023.03.17;BARCELONA;GHU 183;KÓNYA;AA DD 061 / WGB 783;€ 1 535;2023.03.19;-€ 1 535;;;;
1;;SPAR HU BICSKE;GLOBAL BERRY;GLOBAL BERRY;SPAR HU BICSKE;MONDAY NIGHT;;;;;;;;;2023.03.17;BARCELONA;GHU 183;KÓNYA;AA DD 061 / WGB 783;€ 1 535;2023.03.19;;;;;
3;;SPAR HU ÜLLŐ;GLOBAL BERRY;GLOBAL BERRY;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2023.03.17;BARCELONA;GHU 183;KÓNYA;AA DD 061 / WGB 783;€ 1 535;2023.03.19;;;;;
;1;SPAR HU BICSKE;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2023.03.17;BARCELONA;GHU 183;KÓNYA;AA DD 061 / WGB 783;€ 1 535;2023.03.19;;;;;
1;;MANDARIN 10*900GR;FRUBALMED;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 1,10;PZS;€ 10,00; € -   ;FRU090-267/AL23;1;2023.03.17;BARCELONA;GHU 183;KÓNYA;AA DD 061 / WGB 783;€ 1 535;2023.03.19;;;;;
;1;CABBAGE;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2023.03.17;BARCELONA;GHU 183;KÓNYA;AA DD 061 / WGB 783;€ 1 535;2023.03.19;;;;;
;4;COURGETTE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.03.17;BARCELONA;GHU 183;KÓNYA;AA DD 061 / WGB 783;€ 1 535;2023.03.19;;;;;
;2;COURGETTE II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.03.17;BARCELONA;GHU 183;KÓNYA;AA DD 061 / WGB 783;€ 1 535;2023.03.19;;;;;
;2;TOMATO LONGLIFE I M;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2023.03.17;BARCELONA;GHU 183;KÓNYA;AA DD 061 / WGB 783;€ 1 535;2023.03.19;;;;;
2;;SPAR SLO ;FRUBALMED;FRUBALMED;SPAR SLO;MONDAY MORNING;;;;;€ 16,00; € 60,00 ;DG69;;2023.03.17;BARCELONA;LOG098;KÓNYA;AA DD 054 / AA ID 878;€ 2 650;2023.03.20;-€ 3 050;;;;
7;;SPAR CRO 083;KOPFSALAT;KOPFSALAT;SPAR CRO 083;MONDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.03.17;BARCELONA;LOG098;KÓNYA;AA DD 054 / AA ID 878;€ 2 650;2023.03.20;;;;;
5;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;MONDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.03.17;BARCELONA;LOG098;KÓNYA;AA DD 054 / AA ID 878;€ 2 650;2023.03.20;;;;;
1;;SPAR CRO;GLOBAL BERRY;GLOBAL BERRY;SPAR CRO;MONDAY MORNING ;;;;;€ 0,00; € -   ;SPAR;;2023.03.17;BARCELONA;LOG098;KÓNYA;AA DD 054 / AA ID 878;€ 2 650;2023.03.20;;;;;
5;;SPAR CRO;FRUBALMED;FRUBALMED;SPAR CRO;LOAD PERPIGNAN;;;;;€ 0,00; € -   ;SPAR;;2023.03.17;BARCELONA;LOG098;KÓNYA;AA DD 054 / AA ID 878;€ 2 650;2023.03.20;;;;;
12;;SPAR HU BICSKE 139;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 139;MONDAY NIGHT;;;;;;;;;2023.03.17;BARCELONA;LOG098;KÓNYA;AA DD 054 / AA ID 878;€ 2 650;2023.03.20;;;;;
1;;SPAR HU ÜLLŐ;IDEAL FRUITS;IDEAL FRUITS ;SPAR HU ÜLLŐ;MONDAY NIGHT;;;;;;;;;2023.03.17;BARCELONA;LOG098;KÓNYA;AA DD 054 / AA ID 878;€ 2 650;2023.03.20;;;;;
17,5;;COURGETTE;MK FRESH;GHU;;ALDI;;€ 0,80;;KG;;;;;2023.03.18;MAROKKÓ / PERPIGNAN;H116;HANKA;KN 0385 F / KN 258 PA;€ 7 000;2023.03.20;-€ 7 000;;;;
0,5;;CAPSICUM SPICY GREEN I;MK FRESH;GHU;;;;€ 1,55;;KG;;;;;2023.03.18;MAROKKÓ / PERPIGNAN;H116;HANKA;KN 0385 F / KN 258 PA;€ 7 000;2023.03.20;;;;;
4,5;;CAPSICUM SPICY GREEN II;MK FRESH;GHU;;;;€ 1,15;;KG;;;;;2023.03.18;MAROKKÓ / PERPIGNAN;H116;HANKA;KN 0385 F / KN 258 PA;€ 7 000;2023.03.20;;;;;
3;;CAPSICUM PALERMO I;MK FRESH;GHU;;;;€ 2,40;;KG;;;;;2023.03.18;MAROKKÓ / PERPIGNAN;H116;HANKA;KN 0385 F / KN 258 PA;€ 7 000;2023.03.20;;;;;
2;;CAPSICUM KAPIA I;MK FRESH;GHU;;;;€ 2,40;;KG;;;;;2023.03.18;MAROKKÓ / PERPIGNAN;H116;HANKA;KN 0385 F / KN 258 PA;€ 7 000;2023.03.20;;;;;
;;CAPSICUM KAPIA II 18#;MK FRESH;GHU;;;;€ 1,50;;KG;;;;;2023.03.18;MAROKKÓ / PERPIGNAN;H116;HANKA;KN 0385 F / KN 258 PA;€ 7 000;2023.03.20;;;;;
5,5;;CAPSICUM CORNO WHITE II;MK FRESH;GHU;;;;€ 1,10;;KG;;;;;2023.03.18;MAROKKÓ / PERPIGNAN;H116;HANKA;KN 0385 F / KN 258 PA;€ 7 000;2023.03.20;;;;;
;;CAPSICUM CAL. RED I 25#;MK FRESH;GHU;;;;€ 2,00;;KG;;;;;2023.03.18;MAROKKÓ / PERPIGNAN;H116;HANKA;KN 0385 F / KN 258 PA;€ 7 000;2023.03.20;;;;;
;;CAPSICUM CAL. YELLOW I 12#;MK FRESH;GHU;;;;€ 2,00;;KG;;;;;2023.03.18;MAROKKÓ / PERPIGNAN;H116;HANKA;KN 0385 F / KN 258 PA;€ 7 000;2023.03.20;;;;;
3;;CUCUMBER DUTCH II;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;-€ 4 200;;;;
2;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
2;;AUBERGINE II;KOPFSALAT;GHU;ALDI/GHUBU;;;;;;;;;;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
;1;TOM. PEAR STD MM;KOPFSALAT;GHU;ALDI/GHUBU;;;;;;;;;;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
;3;TOM. PEAR STD MMM;KOPFSALAT;GHU;ALDI/GHUBU;;;;;;;;;;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
;2;CUCUMBER DUTCH II;KOPALMERIA;GHU;GHUBU;SATURDAY UP ALMERIA;;€ 0,40;;KG;€ 0,00; € -   ;KOP031-01/001449;1;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
2;;TOM. PEAR PACKAGE 10*500GR;HISPA;GHU;ALDI;SATURDAY UP ALMERIA; DIOSUR ;€ 0,95;;PZS;€ 0,00; € -   ;HIS104-038/012301605;2;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
1;;AUBERGINE;HISPA;GHU;ALDI;SATURDAY UP ALMERIA; GODOY ;€ 0,71;;KG;€ 0,00; € -   ;HIS104-038/012301605;2;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
4;;AUBERGINE I M;NATURINDA;GHU;ALDI;SATURDAY UP ALMERIA; JAVIER ;€ 0,65;;KG;€ 0,00; € -   ;NAT009-A23-14.913;3;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
;3;TOMATO LONGLIFE STD MM;CASI ;GHU;GHUBU;SATURDAY UP ALMERIA; JAVIER ;€ 0,70;;KG;€ 0,00; € -   ;CAS059-VH23/16595;4;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
;2;TOM. PEAR STD MMM;VICASOL;GHU;ALDI/GHUBU;SATURDAY UP ALMERIA; JAVIER ;€ 0,85;;KG;€ 0,00; € -   ;VIC004-42443;5;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
;1;CAPSICUM PALERMO STD;AGROPONIENTE NATURAL;GHU;ALDI;SATURDAY UP ALMERIA; JAVIER ;€ 1,66;;KG;€ 0,00; € -   ;APE061-ACG23/7410;6;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
;1;CAPSICUM PALERMO I;EXPOALMA;GHU;ALDI;SATURDAY UP ALMERIA; JAVIER ;€ 3,35;;KG;€ 0,00; € -   ;EXP010-22/23-4546;7;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
;1;CAPSICUM PALERMO STD;EXPOALMA;GHU;ALDI;SATURDAY UP ALMERIA; JAVIER ;€ 1,60;;KG;€ 0,00; € -   ;EXP010-22/23-4546;7;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
;1;CUCUMBER DUTCH I ;EXPOALMA;GHU;ALDI;SATURDAY UP ALMERIA; JAVIER ;€ 0,55;;KG;€ 0,00; € -   ;EXP010-22/23-4546;7;2023.03.18;ALMERIA;GHU 182;KÓNYA;AA DD 061 / WEW 301;€ 3 800;2023.03.21;;;;;
20;;CUCUMBER DUTCH I FILM 14PZS IFCO;INDASOL;GHU;ALDI;SATURDAY UP ALMERIA;;€ 1,05;;KG;€ 0,00; € -   ;IND046-22/18873;;2023.03.18;ALMERIA;H113;KÓNYA;AA DD 055 / AA ID 874;€ 3 800;2023.03.21;-€ 4 200;;;;
3;;CAPSICUM CAL. BIICOLOR 6*500GR IFCO;INDASOL;GHU;ALDI;SATURDAY UP ALMERIA;;€ 1,60;;PZS;€ 0,00; € -   ;IND046-22/18873;;2023.03.18;ALMERIA;H113;KÓNYA;AA DD 055 / AA ID 874;€ 3 800;2023.03.21;;;;;
7;;CUCUMBER DUTCH I FILM 16PZS IFCO;FRANIAL;GHU;ALDI;SATURDAY UP ALMERIA; JAVIER ;€ 0,94;;KG;€ 0,00; € -   ;FRA016-031803;1;2023.03.18;ALMERIA;H113;KÓNYA;AA DD 055 / AA ID 874;€ 3 800;2023.03.21;;;;;
3;;CUCUMBER SPANISH;KOPALMERIA;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,95;;KG;€ 0,00; € -   ;KOP030-01/001453;2;2023.03.18;ALMERIA;H113;KÓNYA;AA DD 055 / AA ID 874;€ 3 800;2023.03.21;;;;;
;24;TOMATO;EUROGROUP;EUROGROUP;PENNY;MONDAY;;;;;;;;;2023.03.20;PRAHA;LOG100;STI;RCU 249 / WFL 827;€ 1 200;2023.03.21;-€ 1 200;;;;
6;;SPAR SLO;GLOBAL BERRY;GLOBAL BERRY;SPAR SLO;WEDNESDAY MORNING;;;;;€ 48,00; € 100,00 ;DG69;;2023.03.20;BARCELONA;LOG101;KÓNYA;AA DD 054 / AA ID 875;€ 2 650;2023.03.22;-€ 3 050;;;;
5;;EUROSPIN CRO;GRUPO NATURAL;GRUPO NATURAL;DG69 SLO;WEDNESDAY MORNING;;;;;€ 0,00; € -   ;DG69;;2023.03.20;BARCELONA;LOG101;KÓNYA;AA DD 054 / AA ID 875;€ 2 650;2023.03.22;;;;;
6;;SPAR CRO 084;KOPFSALAT;KOPFSALAT;SPAR CRO 084;WEDNESDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.03.20;BARCELONA;LOG101;KÓNYA;AA DD 054 / AA ID 875;€ 2 650;2023.03.22;;;;;
5;;SPAR CRO;FRUBALMED;FRUBALMED;SPAR CRO;WEDNESDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.03.20;BARCELONA;LOG101;KÓNYA;AA DD 054 / AA ID 875;€ 2 650;2023.03.22;;;;;
5;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;WEDNESDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.03.20;BARCELONA;LOG101;KÓNYA;AA DD 054 / AA ID 875;€ 2 650;2023.03.22;;;;;
2;;SPAR CRO;GLOBAL BERRY;GLOBAL BERRY;SPAR CRO;WEDNESDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2023.03.20;BARCELONA;LOG101;KÓNYA;AA DD 054 / AA ID 875;€ 2 650;2023.03.22;;;;;
1;;SPAR HU BICSKE ;FRUBALMED;FRUBALMED;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2023.03.20;BARCELONA;LOG101;KÓNYA;AA DD 054 / AA ID 875;€ 2 650;2023.03.22;;;;;
1;;SPAR HU ÜLLŐ;FRUBALMED;FRUBALMED;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2023.03.20;BARCELONA;LOG101;KÓNYA;AA DD 054 / AA ID 875;€ 2 650;2023.03.22;;;;;
2;;ALDI W11B;KOPFSALAT;KOPFSALAT;ALDI W11B;WEDNESDAY;;;;;;;;;2023.03.20;BARCELONA;LOG101;KÓNYA;AA DD 054 / AA ID 875;€ 2 650;2023.03.22;;;;;
14;;SPAR HU BICSKE 141;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 141;WEDNESDAY NIGHT;;;;;;;;;2023.03.20;BARCELONA;LOG102;HANKA;GO SA 049 / GO FV 551;€ 2 300;2023.03.22;-€ 2 300;;;;
19;;SPAR HU ÜLLŐ 142;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 142;WEDNESDAY NIGHT;;;;;;;;;2023.03.20;BARCELONA;LOG102;HANKA;GO SA 049 / GO FV 551;€ 2 300;2023.03.22;;;;;
16;;TESCO SK W11B;KOPFSALAT;KOPFSALAT;TESCO SK W11B;WEDNESDAY;;;;;;;;;2023.03.20;BARCELONA;LOG103;RENACRIS;BH 46 DFT / BH 30 DFM;€ 2 900;2023.03.22;-€ 2 900;;;;
