N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Transport cost;Invoice amount;Payment date;Open invoices;Paid invoices;;;;;;;;;;;
6;;SPAR HU ÜLLŐ V/1402;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1402;SATURDAY NIGHT;;;;;;;;;2022.03.02;BARCELONA;GHU 170;KÓNYA;SFB 850 / WFT 965;€ 2 400;2022.03.04;;;;;;;;;;;;;;;;
1;;BIO LEMON 10*400GR;AXARFRUIT;GHU;SPAR HU;WEDNESDAY UP BARCELONA;;;€ 0,55;PZS;€ 10,00; € -   ;AXA153-002408;1;2022.03.02;BARCELONA;GHU 170;KÓNYA;SFB 850 / WFT 965;€ 2 400;2022.03.04;;;;;;;;;;;;;;;;
;;CAPSICUM PADRON 4#;KOPFSALAT;GHU;;;;;;;;;;;2022.03.02;BARCELONA;GHU 170;KÓNYA;SFB 850 / WFT 965;€ 2 400;2022.03.04;;;;;;;;;;;;;;;;
;1;AUBERGINE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.02;BARCELONA;GHU 170;KÓNYA;SFB 850 / WFT 965;€ 2 400;2022.03.04;;;;;;;;;;;;;;;;
7;;CUCUMBER DUTCH II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;-€ 3 800;;;;;;;;;;;;;;;
3;;AUBERGINE II;KOPFSALAT;GHU;ALDI/GHUBU/GHUSZ;;;;;;;;;;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
;1;CAPSICUM CAL. GREEN I M;KOPFSALAT;GHU;VEGS&BAGS;;;;;;;;;;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
2;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI/GHUBU/GHUSZ;;;;;;;;;;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
;;CAPSICUM PALERMO I 12#;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
;1;TOM. PEAR STD MMM;KOPFSALAT;GHU;ALDI/GHUBU/GHUSZ;;;;;;;;;;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
4;;TOM. PEAR I MMM;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
;1;TOM. PEAR STD MM;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
;2;COURGETTE STD;CASI ;GHU;ALDI;WEDNESDAY UP ALMERIA; JAVIER ;€ 0,55;;KG;€ 0,00; € -   ;CAS047-UH22/4084;1;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
;1;TOM. PEAR STD MM;CASI ;GHU;GHUBU/GHUSZ;WEDNESDAY UP ALMERIA; JAVIER ;€ 0,80;;KG;€ 0,00; € -   ;CAS047-VH22/15097;1;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
;1;TOMATO LONGLIFE STD MM;CASI ;GHU;GHUBU/GHUSZ;WEDNESDAY UP ALMERIA; JAVIER ;€ 0,80;;KG;€ 0,00; € -   ;CAS047-VH22/15097;1;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
;3;COURGETTE I (PLASTIC);AGROPONIENTE ;GHU;ALDI;WEDNESDAY UP ALMERIA; JAVIER ;€ 0,75;;KG;€ 0,00; € -   ;APE051-FXI22/0000690;2;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
;3;AUBERGINE I (PLASTIC);VEGACANADA;GHU;ALDI;WEDNESDAY UP ALMERIA; JAVIER ;€ 0,65;;KG;€ 0,00; € -   ;VEG005-FCC22/0013935;3;2022.03.02;ALMERIA;GHU 172;KUONI;RZR 010 / XZJ 157;€ 3 800;2022.03.06;;;;;;;;;;;;;;;;
10;;TESCO HU 170;KOPFSALAT;KOPFSALAT;TESCO HU 170;SUNDAY ;;;;;;;;;2022.03.03;ALMERIA;LOG175;KÓNYA;SFB 842 / WFT 963;€ 3 500;2022.03.06;-€ 3 800;;;;;;;;;;;;;;;
9;;TESCO HU 171;KOPFSALAT;KOPFSALAT;TESCO HU 171;MONDAY;;;;;;;;;2022.03.03;ALMERIA;LOG175;KÓNYA;SFB 842 / WFT 963;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
11;;TESCO HU 172;KOPFSALAT;KOPFSALAT;TESCO HU 172;TUESDAY;;;;;;;;;2022.03.03;ALMERIA;LOG175;KÓNYA;SFB 842 / WFT 963;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
3;;TESCO W10/A2;KOPFSALAT;KOPFSALAT;TESCO W10/A2;SUNDAY;;;;;;;;;2022.03.03;ALMERIA;LOG175;KÓNYA;SFB 842 / WFT 963;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/1422;AGESCO;AGESCO;SPAR HU BICSKE V/1422;MONDAY NIGHT; MURCIA ;;;;;;;;2022.03.03;MURCIA;H148;KÓNYA;SFB 846 / WFT 964;€ 3 000;2022.03.06;-€ 3 300;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/1421;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1421;MONDAY NIGHT; MURCIA ;;;;;;;;2022.03.03;MURCIA;H148;KÓNYA;SFB 846 / WFT 964;€ 3 000;2022.03.06;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/1424;AGESCO;AGESCO;SPAR HU BICSKE V/1424;MONDAY NIGHT; MURCIA ;;;;;;;;2022.03.03;MURCIA;H148;KÓNYA;SFB 846 / WFT 964;€ 3 000;2022.03.06;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/1423;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1423;MONDAY NIGHT; MURCIA ;;;;;;;;2022.03.03;MURCIA;H148;KÓNYA;SFB 846 / WFT 964;€ 3 000;2022.03.06;;;;;;;;;;;;;;;;
;6;LETTUCE ICEBERG LOOSE;HISPA;GHU;AGROFOGKER;THURSDAY UP MURCIA;;€ 0,58;;KG;€ 0,00; € -   ;HIS079-038/012200964;1;2022.03.03;MURCIA;H148;KÓNYA;SFB 846 / WFT 964;€ 3 000;2022.03.06;;;;;;;;;;;;;;;;
;2;LETTUCE LOLLO VERDE;HISPA;GHU;AGROFOGKER;THURSDAY UP MURCIA;;€ 1,20;;KG;€ 0,00; € -   ;HIS079-038/012200964;1;2022.03.03;MURCIA;H148;KÓNYA;SFB 846 / WFT 964;€ 3 000;2022.03.06;;;;;;;;;;;;;;;;
;1;LETTUCE LOLLO ROSSO;HISPA;GHU;AGROFOGKER;THURSDAY UP MURCIA;;€ 1,30;;KG;€ 0,00; € -   ;HIS079-038/012200964;1;2022.03.03;MURCIA;H148;KÓNYA;SFB 846 / WFT 964;€ 3 000;2022.03.06;;;;;;;;;;;;;;;;
11;;CELERY 6*500GR IFCO;HISPA;GHU;ALDI;THURSDAY UP MURCIA;;€ 0,35;;PZS;€ 0,00; € -   ;HIS079-038/012200974;1;2022.03.03;MURCIA;H148;KÓNYA;SFB 846 / WFT 964;€ 3 000;2022.03.06;;;;;;;;;;;;;;;;
;1;LEMON STD;HISPA;GHU;GHUSZ;THURSDAY UP MURCIA;;€ 0,42;;KG;€ 0,00; € -   ;HIS079-038/012200978;1;2022.03.03;MURCIA;H148;KÓNYA;SFB 846 / WFT 964;€ 3 000;2022.03.06;;;;;;;;;;;;;;;;
2;;MANDARIN 2,3KG;FRUBALMED;GHU;ALDI;THURSDAY UP VALENCIA;;€ 1,90;;CAJA;€ 0,00; € -   ;FRU257-30/AL22;;2022.03.03;MURCIA;H148;KÓNYA;SFB 846 / WFT 964;€ 3 000;2022.03.06;;;;;;;;;;;;;;;;
2;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI/GHUBU/GHUSZ;;;;;;;;;;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;-€ 3 800;;;;;;;;;;;;;;;
3;;AUBERGINE II;KOPFSALAT;GHU;ALDI/GHUBU/GHUSZ;;;;;;;;;;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;3;GARLIC 96*200GR;GALLARDO;GHU;ALDI;WEDNESDAY UP JAEN;;€ 0,50;;PZS;€ 0,00; € -   ;GAL011-000012;1;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;1;GARLIC 6KG;GALLARDO;GHU;ALDI;WEDNESDAY UP JAEN;;€ 2,70;;KG;€ 0,00; € -   ;GAL011-000012;1;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;2;CAPSICUM CAL. RED STD ;KOPALMERIA;GHU;VEGS&BAGS/GHBU/GHUSZ;THURSDAY UP ALMERIA;;€ 0,80;;KG;€ 0,00; € -   ;KOP174-220303/000006;2;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
1;;CUCUMBER DUTCH II;KOPALMERIA;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA;;€ 0,40;;KG;€ 0,00; € -   ;KOP174-220303/000006;2;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
2;;CUCUMBER SPANISH;KOPALMERIA;GHU;ALDI;THURSDAY UP ALMERIA;;€ 0,90;;KG;€ 0,00; € -   ;KOP174-220303/000006;2;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
5;;AUBERGINE I M;AGROPONIENTE ;GHU;ALDI;THURSDAY UP ALMERIA; JAVIER ;€ 0,85;;KG;€ 0,00;€ 0,00;APE052-ACJ22/63221,35;3;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;3,5;CAPSICUM CAL. RED STD ;AGROPONIENTE NATURAL;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA; JAVIER ;€ 0,90;;KG;€ 0,00;€ 0,00;APE052-ACG22/5911;3;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;0,5;CAPSICUM CAL. YELLOW STD;AGROPONIENTE NATURAL;GHU;GHUBU;THURSDAY UP ALMERIA; JAVIER ;€ 1,10;;KG;€ 0,00;€ 0,00;APE052-ACG22/5911;3;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;2;CAPSICUM PALERMO STD;DELGAFRUITS;GHU;ALDI;THURSDAY UP ALMERIA; JAVIER ;€ 0,75;;KG;€ 0,00; € -   ;DEL060-002740;4;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;1;CAPSICUM CORNO WHITE II;DELGAFRUITS;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA; JAVIER ;€ 0,90;;KG;€ 0,00; € -   ;DEL060-002740;4;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;1;CAPSICUM SPICY GREEN II;DELGAFRUITS;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA; JAVIER ;€ 0,75;;KG;€ 0,00; € -   ;DEL060-002740;4;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;1;TOM. PEAR I M;DELGAFRUITS;GHU;ALDI;THURSDAY UP ALMERIA; JAVIER ;€ 1,35;;KG;€ 0,00; € -   ;DEL060-002740;4;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;1;CUCUMBER DUTCH I (PLASTIC);DELGAFRUITS;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA; JAVIER ;€ 1,20;;KG;€ 0,00; € -   ;DEL060-002740;4;2022.03.03;ALMERIA;GHU 173;KÓNYA;RRJ 470 / WEH 535;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
27;;TESCO W10/A;KOPFSALAT;KOPFSALAT;TESCO W10/A;SUNDAY;;;;;;;;;2022.03.03;ALMERIA;H149;KÓNYA;ZRT 002 / WFX 890;€ 3 500;2022.03.06;-€ 3 800;;;;;;;;;;;;;;;
;1;TOM. CHERRY BUNCH;CASI ;GHU;GHUBU;THURSDAY UP ALMERIA; JAVIER ;€ 3,10;;KG;€ 0,00; € -   ;CAS048-AA22/28347;1;2022.03.03;ALMERIA;H149;KÓNYA;ZRT 002 / WFX 890;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;1;TOMATO LONGLIFE I M;CASI;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA; JAVIER ;€ 1,19;;KG;€ 0,00; € -   ;CAS048-AA22/28347;1;2022.03.03;ALMERIA;H149;KÓNYA;ZRT 002 / WFX 890;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;1;TOMATO LONGLIFE I M;CASI ;GHU;GHUBU/GHUSZ;THURSDAY UP ALMERIA; JAVIER ;€ 1,45;;KG;€ 0,00; € -   ;CAS048-AA22/28347;1;2022.03.03;ALMERIA;H149;KÓNYA;ZRT 002 / WFX 890;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
;1;COURGETTE STD;CASI;GHU;ALDI;THURSDAY UP ALMERIA; JAVIER ;€ 0,60;;KG;€ 0,00; € -   ;CAS048-UH22/4110;1;2022.03.03;ALMERIA;H149;KÓNYA;ZRT 002 / WFX 890;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
1;;BIO TOM. CHERRY PEAR 9*250GR;ECOINVER;GHU;ALDI;THURSDAY UP ALMERIA;;€ 0,95;;PZS;€ 0,00; € -   ;ECO027-EXP21-265;;2022.03.03;ALMERIA;H149;KÓNYA;ZRT 002 / WFX 890;€ 3 500;2022.03.06;;;;;;;;;;;;;;;;
2;;DG69 SLO;DG69;DG69;DG69 SLO;SUNDAY;;;;;€ 0,00; € -   ;DG69;;2022.03.04;BARCELONA;LOG176;KÓNYA;RRJ 471 / WFT 961;€ 2 400;2022.03.07;-€ 2 700;;;;;;;;;;;;;;;
1;;SPAR SLO ;AGESCO;AGESCO;SPAR SLO;MONDAY MORNING;;;;;€ 8,00; € 30,00 ;DG69;;2022.03.04;BARCELONA;LOG176;KÓNYA;RRJ 471 / WFT 961;€ 2 400;2022.03.07;;;;;;;;;;;;;;;;
3;;SPAR SLO;IDEAL FRUITS;IDEAL FRUITS ;SPAR SLO;MONDAY MORNING;;;;;€ 8,00; € 30,00 ;DG69;;2022.03.04;BARCELONA;LOG176;KÓNYA;RRJ 471 / WFT 961;€ 2 400;2022.03.07;;;;;;;;;;;;;;;;
6;;SPAR CRO 075;KOPFSALAT;KOPFSALAT;SPAR CRO 075;MONDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2022.03.04;BARCELONA;LOG176;KÓNYA;RRJ 471 / WFT 961;€ 2 400;2022.03.07;;;;;;;;;;;;;;;;
9;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;€ 0,00; € -   ;SPAR;;2022.03.04;BARCELONA;LOG176;KÓNYA;RRJ 471 / WFT 961;€ 2 400;2022.03.07;;;;;;;;;;;;;;;;
4;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;MONDAY MORNING ;;;;;€ 0,00; € -   ;SPAR;;2022.03.04;BARCELONA;LOG176;KÓNYA;RRJ 471 / WFT 961;€ 2 400;2022.03.07;;;;;;;;;;;;;;;;
3;;SPAR HU BICSKE 151;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 151;MONDAY NIGHT;;;;;;;;;2022.03.04;BARCELONA;LOG176;KÓNYA;RRJ 471 / WFT 961;€ 2 400;2022.03.07;;;;;;;;;;;;;;;;
29;;MANDARIN 10KG;FRUBALMED;GHU;ALDI;FRIDAY UP VALENCIA;;€ 0,57;;KG;€ 0,00; € -   ;FRU258-31/AL22;;2022.03.04;VALENCIA;H150;RAINBOW;RCU 271 / EL R 3326;€ 3 100;2022.03.07;-€ 3 100;;;;;;;;;;;;;;;
5;;SPAR HU ÜLLŐ 152;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 152;MONDAY NIGHT;;;;;;;;;2022.03.04;BARCELONA;GHU 175;FRIGOSPED;SNG 093 / WFR 634;€ 2 800;2022.03.06;-€ 2 800;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/1426;AGESCO;AGESCO;SPAR HU BICSKE V/1426;MONDAY NIGHT;;;;;;;;;2022.03.04;BARCELONA;GHU 175;FRIGOSPED;SNG 093 / WFR 634;€ 2 800;2022.03.06;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/1425;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1425;MONDAY NIGHT;;;;;;;;;2022.03.04;BARCELONA;GHU 175;FRIGOSPED;SNG 093 / WFR 634;€ 2 800;2022.03.06;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/1428;AGESCO;AGESCO;SPAR HU BICSKE V/1428;MONDAY NIGHT;;;;;;;;;2022.03.04;BARCELONA;GHU 175;FRIGOSPED;SNG 093 / WFR 634;€ 2 800;2022.03.06;;;;;;;;;;;;;;;;
5;;SPAR HU ÜLLŐ V/1427;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1427;MONDAY NIGHT;;;;;;;;;2022.03.04;BARCELONA;GHU 175;FRIGOSPED;SNG 093 / WFR 634;€ 2 800;2022.03.06;;;;;;;;;;;;;;;;
11;;ALDI W09/B;KOPFSALAT;KOPFSALAT;ALDI W09/B;SUNDAY;;;;;;;;;2022.03.04;BARCELONA;GHU 175;FRIGOSPED;SNG 093 / WFR 634;€ 2 800;2022.03.06;;;;;;;;;;;;;;;;
1;;BIO LEMON 10*400GR;AXARFRUIT;GHU;SPAR HU;FRIDAY UP BARCELONA;;;€ 0,55;PZS;€ 10,00; € -   ;AXA154-002578;1;2022.03.04;BARCELONA;GHU 175;FRIGOSPED;SNG 093 / WFR 634;€ 2 800;2022.03.06;;;;;;;;;;;;;;;;
;2;CAULIFLOWER I;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2022.03.04;BARCELONA;GHU 175;FRIGOSPED;SNG 093 / WFR 634;€ 2 800;2022.03.06;;;;;;;;;;;;;;;;
;1;LEMON;KOPFSALAT;GHU;GHUSZ;;;;;;;;;;2022.03.04;BARCELONA;GHU 175;FRIGOSPED;SNG 093 / WFR 634;€ 2 800;2022.03.06;;;;;;;;;;;;;;;;
;1;CUCUMBER SPANISH;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.04;BARCELONA;GHU 175;FRIGOSPED;SNG 093 / WFR 634;€ 2 800;2022.03.06;;;;;;;;;;;;;;;;
;19;BILEK;BILEK;;;;;;;;;;;;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;-€ 700;;;;;;;;;;;;;;;
0,7;;AVOCADO 12/14PZS;AXARFRUIT;GHU;GHUBU;FRIDAY UP BARCELONA;;;€ 9,00;CAJA;€ 10,00; € -   ;AXA155-002579;1;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;;;;;;;;;;;;;;;;
0,3;;MANGO 10PZS;AXARFRUIT;GHU;GHUBU;FRIDAY UP BARCELONA;;;€ 6,25;CAJA;€ 10,00; € -   ;AXA155-002579;1;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;;;;;;;;;;;;;;;;
;1;LEMON;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;;;;;;;;;;;;;;;;
;1;CAPSICUM KAPIA STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;;;;;;;;;;;;;;;;
;1;CAPSICUM KAPIA I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;;;;;;;;;;;;;;;;
;0,3;CAPSICUM SPICY RED 40#;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;;;;;;;;;;;;;;;;
;0,1;RASPBERRY 20#;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;;;;;;;;;;;;;;;;
;2;MANDARIN;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;;;;;;;;;;;;;;;;
;0,5;COURGETTE I (PLASTIC);KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;;;;;;;;;;;;;;;;
;0,1;BLUEBERRY 15#;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2022.03.04;BARCELONA;GHU 176;KÓNYA;SFB 841 / WEW 305;€ 700;2022.03.06;;;;;;;;;;;;;;;;
;1;CAPSICUM CORNO WHITE II;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;-€ 3 800;;;;;;;;;;;;;;;
4;;CUCUMBER DUTCH II;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
;2;TOM. PEAR STD MMM;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
3;;TOM. PEAR I MMM;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
2;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
;;CAPSICUM PALERMO I 9#;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
;1;CAPSICUM CAL. GREEN II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
;1;TOM. CHERRY ROUND LOOSE;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
5;;CUCUMBER SPANISH;KOPALMERIA;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,90;;KG;€ 0,00; € -   ;KOP176-01/001818;1;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
;1;CUCUMBER DUTCH I 12PZS;KOPALMERIA;GHU;VEGS&BAGS;SATURDAY UP ALMERIA;;€ 0,85;;KG;€ 0,00; € -   ;KOP176-01/001818;1;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
;1;CAPSICUM CAL. RED STD;KOPALMERIA;GHU;VEGS&BAGS;SATURDAY UP ALMERIA;;€ 0,80;;KG;€ 0,00; € -   ;KOP176-01/001818;1;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
1;;CUCUMBER DUTCH II;KOPALMERIA;GHU;GHUBU;SATURDAY UP ALMERIA;;€ 0,40;;KG;€ 0,00; € -   ;KOP176-01/001818;1;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
3;;BIO TOM. CHERRY PEAR 9*250GR;ECOINVER;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,95;;PZS;€ 0,00; € -   ;ECO028-EXP21-296;2;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
6;;CELERY 6*500GR IFCO;HISPA;GHU;ALDI;SATURDAY UP MURCIA;;€ 0,35;;PZS;€ 0,00; € -   ;HIS080-038/012200994;3;2022.03.05;ALMERIA;GHU 174;KÓNYA;PSB 742 / WEH 572;€ 3 500;2022.03.08;;;;;;;;;;;;;;;;
;;CAPSICUM CAL. RED STD 5#;COCO;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,80;;KG;€ 0,00; € -   ;COC084-A21-296;;2022.03.05;ALMERIA;H151;KÓNYA;RIC 184 / WBE 090;€ 3 500;2022.03.07;-€ 3 800;;;;;;;;;;;;;;;
;;CAPSICUM CAL. YELLOW STD 7#;COCO;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,80;;KG;€ 0,00; € -   ;COC084-A21-296;;2022.03.05;ALMERIA;H151;KÓNYA;RIC 184 / WBE 090;€ 3 500;2022.03.07;;;;;;;;;;;;;;;;
;1,2;CAPSICUM PALERMO STD;COCO;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,80;;KG;€ 0,00; € -   ;COC084-A21-296;;2022.03.05;ALMERIA;H151;KÓNYA;RIC 184 / WBE 090;€ 3 500;2022.03.07;;;;;;;;;;;;;;;;
